Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.585,39,71.45,71.5,71.48,71.4,71.2,70.8,71.94,70.9,70.97,70.97,71.38,71.46,1.19E-46,1.56E-46,6.15E-49,-3.71E-47,3.39E-48,-1.18E-47,9.27E-48,8.55E-49,1.68E-45,1.19E-47,1.68E-45,3.87E-45,3.10E-45,0.5,0.3,70.9,72.5,71.2,73,0,82.5,11.6,132.9,61.4,0.7,0,0,0,0,23.27,6,0,114.9,108.8,68.5,0,0,0.3,0,0,100,100,57,56,0,60.15,66.55,71.64,71.49,5.86E-46,2.23E-46,3.58E-45
13.58,50,71.45,71.5,71.48,71.4,71.2,70.8,71.9,71.2,70.93,70.97,71.38,71.46,1.12E-46,1.56E-46,7.21E-48,-3.71E-47,3.39E-48,-1.18E-47,9.27E-48,8.55E-49,1.68E-45,1.19E-47,1.68E-45,3.87E-45,3.10E-45,0.5,0,70.9,72.5,71.2,73,0,83.3,12.2,132.9,61.4,0.5,0,0,0,0,23.27,6,0,115.1,108.8,68,0,0.3,0.1,0,0,100,100,57,56,30,60.15,66.51,71.59,71.49,5.89E-46,2.23E-46,3.58E-45
23.58,50,71.45,71.5,71.48,71.4,71.16,70.9,71.86,70.9,70.93,70.97,71.38,71.46,7.296,9.755,0.4699,-1.989,0.1469,-0.512,0.4021,0.03707,1.68E-45,0.5165,1.68E-45,252.2,134.3,0.9,0.7,70.6,72,71.6,73.5,0,84.2,13.7,132.6,60.7,1.2,0,0,-22.14,-86.29,23.27,6,0,115.1,108.8,68,0,0.1,0,0,0,100,100,57,56,30,60.15,66.51,71.68,71.54,36.82,9.651,240
33.58,50,71.45,71.5,71.48,71.5,71.16,70.6,71.81,70.6,70.85,70.93,71.38,71.46,7.247,10.75,0.9505,-2.554,0.224,-0.7806,0.6132,0.05652,1.68E-45,0.7876,1.68E-45,266.3,204.8,0.7,0.3,70.7,72.2,70.9,72.5,0,85.1,14.4,132.3,61.1,0.3,0,0,-21.97,-86.2,23.27,6,0,114.9,108.6,68,0,0,0,0,0,100,100,57,56,30,60.15,66.51,71.72,71.54,40.58,14.72,247.6
43.58,50,71.45,71.5,71.52,71.4,71.08,70.8,71.73,70.9,70.85,70.89,71.34,71.46,7.301,9.916,0.4997,-2.114,0.6001,-1.549,1.008,0.05913,1.68E-45,2.11,1.68E-45,268.2,214.3,0.6,0.7,70.8,72.3,71.6,73.5,0,86.6,15.7,131.7,61.1,0.5,0,0,-22.16,-86.3,23.27,6,0,114.9,108.4,68,0,0,0.1,0,0,100,100,57,56,30,60.19,66.59,71.68,71.54,37.19,24.19,231.1
53.58,50,71.41,71.5,71.48,71.4,71.08,70.6,71.69,70.8,70.8,70.89,71.38,71.46,6.848,9.922,0.958,-2.116,0.6026,-0.8201,0.6442,0.4266,1.68E-45,2.119,1.68E-45,268.4,215.2,0.6,0.1,70.8,72.3,70.9,72.5,0,88.3,17.2,131.7,60.8,0.2,0,0,-20.56,-85.4,23.27,6,0,114.9,108.6,68,0,0.2,0.1,0,0,100,100,57,56,30,60.15,66.76,71.68,71.54,36.06,15.46,248.7
63.59,50,71.41,71.4,71.52,71.4,71.04,70.6,71.57,70.6,70.76,70.81,71.34,71.41,5.951,9.035,0.501,-2.583,0.9686,-1.553,0.6439,0.0593,1.68E-45,3.405,1.68E-45,269.3,214.9,0.5,0.3,70.7,72.2,70.9,72.5,0,89.2,18.6,131.5,60.6,0.5,0,0,-17.41,-83.2,23.27,6,0,114.7,108.4,68,0,0,0,0,0,100,100,57,56,30,60.19,66.76,71.68,71.54,33.04,15.45,232
73.59,50,71.41,71.5,71.43,71.4,70.96,70.6,71.49,70.6,70.68,70.77,71.34,71.41,5.965,9.056,0.9634,-2.127,0.2362,-0.8238,0.6472,0.05961,1.68E-45,0.8306,1.68E-45,269.9,216,0.7,0.3,70.5,71.9,70.9,72.5,0,90.1,19.4,130.9,60.3,1,0,0,-17.46,-83.24,23.27,6,0,114.7,108.4,67.5,0,0,0.3,0,0,100,100,57,56,30,60.15,66.67,71.59,71.49,33.32,15.53,250.1
83.58,50,71.37,71.4,71.39,71.2,70.87,70.3,71.41,70.4,70.64,70.73,71.3,71.37,5.965,8.596,0.964,-1.668,0.2369,-0.8254,0.6489,0.06032,1.68E-45,0.8328,1.68E-45,269.9,216.6,0.6,0.3,70.6,72,71.2,73,0,90.5,20.1,130.9,59.7,0.5,0,0,-17.46,-83.23,23.27,6,0,114.5,108.6,67.5,0,0,0.2,0,0,100,100,57,56,30,60.15,66.59,71.59,71.49,32.03,15.57,250.1
93.59,50,71.33,71.4,71.39,71.2,70.79,70.4,71.28,70.4,70.52,70.64,71.26,71.37,5.482,8.56,1.418,-1.661,0.6073,-1.198,1.021,0.4303,1.68E-45,2.135,1.68E-45,268.8,217.1,0.7,0.8,70.5,71.9,71.2,73,0,90.8,20.3,130.4,59.5,0.6,0,0,-15.76,-81.76,23.27,6,0,114.7,108.6,67.5,0,0.1,0.2,0,0,100,100,57,56,30,60.15,66.55,71.55,71.41,32.1,24.51,240
