Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.583,50,66.33,66.4,67.38,67.3,67.76,67.6,68.38,68.3,69.17,70.03,68.15,68.75,9.87E-47,1.28E-46,1.39E-46,3.65E-46,1.36E-46,9.91E-47,7.80E-47,3.13E-46,1.68E-45,4.76E-46,1.68E-45,3.87E-45,3.10E-45,0.4,0,66.9,66.9,67,67,0,82.5,15.6,72.3,5.3,0,0,0,0,0,23.27,1,29,106.3,88.9,62.1,0,0.7,0,0,0,100,100,57,56,0,68.46,71.14,69.34,71.9,1.15E-45,7.30E-46,1.49E-45
13.56,50,66.37,66.5,67.38,67.3,67.76,67.5,68.38,68.3,69.21,70.03,68.15,68.75,9.87E-47,1.34E-46,1.33E-46,3.65E-46,1.30E-46,9.91E-47,7.80E-47,3.07E-46,1.68E-45,4.58E-46,1.68E-45,3.87E-45,3.10E-45,0.4,0,66.9,66.9,66.6,66.5,0,82.7,15.7,72.3,5.3,0.1,0,0,0,0,23.27,1,29,106.5,88.7,62.1,0,0.7,0,0,0,100,100,57,56,30,68.46,71.14,69.38,71.9,1.20E-45,7.42E-46,1.49E-45
23.84,50,66.37,67.5,67.38,67.3,67.76,68.4,68.33,68.3,69.21,70.03,68.19,68.75,4.033,6.166,5.807,16.01,5.643,4.527,3.15,13.32,1.68E-45,19.84,2.98E-46,169.4,134.2,0.5,0,66.8,66.7,67.4,67.5,0,82.7,15.6,72.3,4.9,0.8,0,0,5.661,39.92,23.27,6,0,106.7,88.7,62.1,0,0,0.2,0,0,100,100,57,56,30,68.5,71.14,70.28,71.58,56.21,58.49,60.76
33.57,50,66.58,68.4,67.38,67.5,67.97,68.1,68.33,68.4,69.09,69.74,68.19,68.67,3.873,7.931,6.961,18.77,6.821,6.865,4.083,17.77,1.68E-45,23.98,2.47E-46,253.6,203.6,0,0,67.9,68.3,67.7,68,0,82.8,14.9,72.5,4.6,0,0,0,10.36,76.11,23.27,6,0,106.9,88.7,63.1,0,0.3,0.8,0,0,100,100,57,56,30,68.46,71.01,70.24,70.39,74.63,97.98,88.81
43.57,50,66.86,67.6,67.46,67.8,68.01,67.9,68.42,67.8,68.96,69.33,67.99,68.47,4.48,6,4.092,14.57,5.287,4.609,4.245,14.14,1.68E-45,18.59,3.18E-46,263.8,211.6,0.9,0,66.9,66.9,67.4,67.5,0,83,16,72.5,5.1,0.6,0,0,2.837,18.01,23.27,6,0,107.1,88.9,62.1,0,0,0,0,0,100,100,57,56,30,68.38,70.52,69.63,69.86,67.26,101.9,153.2
53.57,50,67.03,67.9,67.54,67.6,68.05,68.1,68.33,68.3,68.84,69.01,67.86,68.34,3.168,5.619,1.865,10.65,4.651,2.858,4.326,11.84,1.68E-45,16.35,3.62E-46,267.1,215.7,0.1,0,67.4,67.5,67.4,67.5,0,83.3,15.8,72.5,4.9,0,0,0,5.216,46.83,23.27,6,0,107.1,88.9,62.6,0,0,0.4,0,0,100,100,57,56,30,68.09,70.03,69.18,69.32,69.65,103.8,198.5
63.57,50,67.19,68.4,67.59,67.8,68.09,67.8,68.33,68.1,68.72,68.76,67.9,68.38,2.725,4.272,0.4998,7.497,3.525,2.84,4.299,10.66,1.68E-45,12.4,4.77E-46,268.3,214.4,0.1,0,67.7,68,67.4,67.5,0,83.5,15.6,72.5,5.1,0,0,0,2.814,29.37,23.27,6,0,107.5,88.9,63.1,0,0.2,0.6,0,0,100,100,57,56,30,67.73,69.54,68.93,69.16,56.54,103.2,200.1
73.58,50,67.4,68.3,67.71,68.1,68.09,68.1,68.29,68.1,68.59,68.6,67.94,68.34,2.273,3.364,0.04205,5.679,2.789,2.105,3.561,8.455,1.68E-45,9.805,6.03E-46,268.9,214,0.3,0,67.6,67.8,67.4,67.5,0,83.7,16.1,72.3,4.8,0,0,0,1.813,22.69,23.27,6,0,107.7,88.5,63.6,0,0.2,0.4,0,0,100,100,57,56,30,67.11,69.09,68.89,69,40.83,85.48,218.4
83.88,50,67.56,68.3,67.79,68.1,68.09,67.9,68.29,68.1,68.47,68.43,67.94,68.34,2.271,1.985,0.4157,3.84,2.064,1.378,3.571,7.013,1.68E-45,7.258,8.15E-46,268.6,214.5,0.4,0,67.7,68,67.7,68,0,83.7,16.1,72.5,4.8,0.2,0,0,-0.7253,-9.085,23.27,6,0,107.7,88.7,63.1,0,0.2,0.4,0,0,100,100,57,56,30,66.5,68.68,68.73,68.83,21.83,85.7,235.5
93.58,50,67.68,68.4,67.87,68.1,68.09,67.9,68.25,68.1,68.35,68.31,68.03,68.34,1.809,1.066,0.4148,2.46,1.696,1.377,2.835,5.907,1.68E-45,5.963,9.91E-46,268.1,214.2,0.2,0,67.9,68.2,67.4,67.5,0,83.8,16.1,72.5,5.1,0,0,0,-0.3954,-6.218,23.27,6,0,108.2,88.9,63.1,0,0.5,0.5,0,0,100,100,57,56,30,65.6,68.23,68.69,68.79,9.72,68.04,235
