Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.588,50,69.77,69.8,70.21,70.1,68.7,68.6,68.95,68.7,69.7,69.78,70.16,70.51,3.93E-47,1.21E-46,1.38E-47,1.74E-46,5.62E-47,-6.52E-48,4.63E-47,9.60E-47,1.68E-45,1.98E-46,1.68E-45,3.87E-45,3.10E-45,0,2.9,71.2,73,71.6,73.5,1.1,83.2,11.8,73,1.4,0.2,0,0,0,0,23.27,1,29,114,91,68.5,0,0.1,0,0,0,100,100,57,56,0,68.79,70.4,70.69,71.33,1.80E-45,1.11E-45,3.71E-45
13.56,39,69.81,69.8,70.21,70,68.7,68.6,68.95,68.9,69.7,69.83,70.16,70.51,3.93E-47,1.21E-46,2.04E-47,1.81E-46,5.09E-47,-6.52E-48,4.63E-47,9.07E-47,1.68E-45,1.79E-46,1.68E-45,3.87E-45,3.10E-45,0,2,71.3,73.1,70.9,72.5,1.1,83,11.7,72.8,1.9,0,0,0,0,0,23.27,1,29,113.6,91,68.5,0,0.2,0,0,0,100,100,57,56,0,68.79,70.4,70.73,71.33,1.80E-45,1.11E-45,3.71E-45
23.57,39,69.81,70.1,70.21,70.1,68.75,69.2,68.95,68.7,69.74,69.83,70.11,70.51,1.434,5.593,0.6054,7.633,2.197,-0.509,2.223,3.911,1.68E-45,7.724,7.65E-46,169.6,133.6,0,2.3,71.6,73.5,71.2,73,1.5,83.2,11.4,72.8,1.8,0,0,0,2.682,53.18,23.27,6,0,113.3,91,68,0,0,0,0,0,100,100,57,56,0,68.79,70.44,70.53,71.25,81.37,53.36,157.4
33.58,39,69.85,70.1,70.25,70.3,68.83,69,68.95,69.4,69.62,69.74,70.11,70.39,1.266,6.996,1.325,9.586,3.275,-1.099,2.296,4.472,1.68E-45,11.51,5.14E-46,251.1,199.1,0,1.5,71.4,73.3,70.9,72.5,1.4,83.5,12.2,73,2.1,0,0,0,7.063,158.6,23.27,6,0,113.1,90.8,68,0,0.4,0,0,0,100,100,57,56,0,68.75,70.4,70.86,70.84,101.8,55.09,224.7
43.57,39,69.85,70,70.25,70,68.91,69.2,68.99,69,69.41,69.58,69.99,70.23,0.885,4.68,1.853,7.418,3.48,-2.251,2.078,3.308,1.68E-45,12.24,4.83E-46,265.4,211.6,0,1.6,71.2,73,70.6,72,1.1,83.7,12.4,73,2.1,0,0,0,8.72,248,23.27,6,0,112.9,91,68,0,0,0.2,0,0,100,100,57,56,0,68.75,70.4,70.53,70.59,68.09,49.88,211.4
53.58,39,69.81,70,70.17,69.8,68.95,69.4,69.03,69.2,69.37,69.46,69.99,70.19,0.8912,3.8,0.9548,5.646,3.164,-1.551,1.742,3.355,1.68E-45,11.12,5.32E-46,267.3,214.6,0,2.4,71.4,73.3,71.2,73.5,1.4,84,12.4,72.8,1.8,0.2,0,0,7.608,216.4,23.27,6,0,112.9,91,68.5,0,0,0,0,0,100,100,57,56,0,68.75,70.36,70.37,70.43,56.68,41.8,230.1
63.57,39,69.85,70.3,70.12,69.8,69.03,69.2,69.11,69.4,69.33,69.46,69.99,70.15,0.8958,2.444,1.417,4.757,2.428,-1.183,1.373,2.618,1.68E-45,8.536,6.93E-46,268.7,214.3,0,1.8,71.4,73.3,71.2,73,1.5,84.2,12.9,73,1.8,0,0,0,5.02,142.8,23.27,6,0,112.7,91,68.5,0,0,0.5,0,0,100,100,57,56,0,68.79,70.4,70.37,70.39,36.46,32.96,240.3
73.57,39,69.89,70.1,70.08,70,69.11,69.2,69.19,69.4,69.33,69.42,69.95,70.15,0.8958,1.528,0.959,3.383,1.704,-1.188,1.746,2.263,1.68E-45,5.991,9.87E-46,268.7,215.2,0,1.8,71.3,73.1,71.2,73,1.2,84.2,12.8,72.8,2.1,0,0,0,2.475,70.4,23.27,6,0,112.2,91,68,0,0,0.1,0,0,100,100,57,56,0,68.75,70.4,70.32,70.27,22.23,41.91,240.2
83.58,39,69.89,70.1,70.08,69.8,69.2,69.4,69.28,69.5,69.37,69.46,69.95,70.1,0.8957,1.069,0.9596,2.924,1.719,-1.198,1.391,1.912,1.68E-45,6.045,9.78E-46,268.6,217.2,0,1.7,71.6,73.5,71.2,73,1.5,84.3,12.7,73,1.8,0,0,0,2.529,71.94,23.27,6,0,112.2,91,68,0,0.1,0.1,0,0,100,100,57,56,0,68.75,70.4,70.28,70.27,15.55,33.39,239.9
93.58,39,69.89,70.1,70.08,70,69.28,69.4,69.32,69.5,69.37,69.46,69.95,70.1,0.438,0.6118,0.9611,2.011,1.702,-1.186,1.377,1.893,1.68E-45,5.985,9.88E-46,269.1,215,0,1.7,71.6,73.5,71.2,73,1.5,84.3,12.7,72.8,1.8,0,0,0,2.469,70.21,23.27,6,0,111.8,91,68,0,0,0.1,0,0,100,100,57,56,0,68.79,70.4,70.28,70.27,9.127,33.06,240.6
