Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.674,50,70.67,70.6,71.76,71.7,71.73,71.5,72.59,72.5,72.24,73.22,70.89,71.37,1.38E-46,5.72E-47,1.59E-46,2.40E-46,1.41E-46,-1.12E-46,6.21E-47,9.07E-47,1.68E-45,4.95E-46,1.68E-45,3.87E-45,3.10E-45,0.1,0,71.6,73.5,71.2,73,0.1,84.7,13.1,75.2,4,0,0,0,0,0,23.27,1,29,114.7,90.7,69,0,1,0,0,0,100,100,57,56,0,66.7,71.87,70.65,71.54,2.66E-46,1.49E-45,1.18E-45
13.58,50,70.67,70.8,71.76,71.7,71.73,71.7,72.55,72.3,72.28,73.27,70.89,71.37,1.32E-46,4.40E-47,1.59E-46,2.47E-46,1.41E-46,-1.12E-46,6.21E-47,9.07E-47,1.68E-45,4.95E-46,1.68E-45,3.87E-45,3.10E-45,0.1,0,71.6,73.5,71.2,73,0.1,84.7,13.1,75.2,3.8,0,0,0,0,0,23.27,1,29,114.5,90.8,69,0,0.6,0,0,0,100,100,57,56,30,66.7,71.87,70.65,71.58,2.04E-46,1.49E-45,1.18E-45
23.58,50,70.67,70.9,71.76,71.8,71.73,72,72.59,72,72.28,73.27,70.89,71.37,8.52,3.118,9.796,15.2,6.133,-4.889,2.707,3.951,1.68E-45,21.56,2.74E-46,238.3,135,0.8,0,71.1,72.5,71.9,74,0.2,84.7,13.6,75.4,3.5,1.2,0,0,-8.392,-28.01,23.27,6,0,114.5,90.8,68,0,0,0,0,0,100,100,57,56,30,66.7,71.87,70.69,71.54,14.47,64.96,121
33.58,50,70.75,71.5,71.76,71.4,71.82,71.7,72.51,72,72.24,73.06,70.97,71.37,7.644,3.006,9.06,13.7,8.448,-6.594,3.345,5.198,1.68E-45,29.7,1.99E-46,264.3,201,0,0,71.4,73.3,71.6,73.5,0,84.8,13.4,75.4,3.6,0.4,0,0,2.824,10.51,23.27,6,0,113.8,90.8,68,0,0.2,0.1,0,0,100,100,57,56,30,66.7,71.83,71.59,71.41,14.06,80.28,106
43.59,50,70.88,71.5,71.68,71.5,71.86,71.8,72.43,71.8,72.2,72.73,71.02,71.41,6.385,2.593,5.991,9.783,7.115,-5.881,3.534,4.768,1.68E-45,25.02,2.36E-46,268.2,212.3,0.3,0,71.1,72.8,71.6,73.5,0.1,84.9,13.8,75.2,3.8,0.5,0,0,2.566,11.43,23.27,6,0,113.8,90.8,68,0,0,0.1,0,0,100,100,57,56,30,66.46,71.75,71.47,71.37,11.76,84.81,127.1
53.58,50,71,71.7,71.6,71.5,71.86,71.5,72.39,71.8,72.16,72.53,71.14,71.46,5.962,2.608,4.184,7.538,5.366,-4.118,2.843,4.091,1.68E-45,18.87,3.13E-46,269.8,214.9,0,0,71.4,73.3,71.6,73.5,0,85.1,13.9,75.4,3.8,0.2,0,0,-2.093,-9.985,23.27,6,0,113.6,90.8,68.5,0,0.4,0.3,0,0,100,100,57,56,30,65.84,71.59,71.55,71.45,10.9,68.23,170.9
63.59,50,71.12,71.7,71.6,71.4,71.86,71.5,72.27,71.5,72.07,72.24,71.26,71.5,4.571,2.144,1.879,4.307,4.287,-3.034,2.121,3.374,1.68E-45,15.07,3.92E-46,269.2,215.9,0.1,0,71.4,73.3,71.2,73,0,85.3,13.9,75.2,4.2,0,0,0,-0.9981,-6.21,23.27,6,0,113.3,90.7,68.5,0,0.1,0.2,0,0,100,100,57,56,30,65.06,71.1,71.59,71.54,8.532,50.89,196.4
73.59,50,71.2,71.7,71.6,71.5,71.78,71.4,72.1,71.4,71.87,72.04,71.34,71.58,3.647,2.599,1.877,2.925,3.535,-2.286,2.111,3.359,1.68E-45,12.43,4.76E-46,268.8,214.9,0,0,71.4,73.3,71.2,73,0,85.6,14.3,75.4,4.5,0,0,0,-0.3947,-3.078,23.27,6,0,113.1,90.7,69,0,0,0.3,0,0,100,100,57,56,30,64.37,70.52,71.68,71.54,10.14,50.65,213.9
83.59,50,71.29,71.8,71.6,71.4,71.69,71.2,72.02,71.4,71.71,71.87,71.38,71.54,3.665,3.533,1.886,2.018,2.786,-1.908,1.369,2.247,1.68E-45,9.795,6.04E-46,270.1,213.7,0.1,0,71.4,73.3,71.2,73,0,85.8,14.4,75.2,4,0,0,0,-3.09,-23.98,23.27,6,0,112.7,90.8,68.5,0,0.2,0.3,0,0,100,100,57,56,30,63.92,69.95,71.72,71.62,14.06,32.86,224.3
93.59,50,71.41,71.7,71.6,71.4,71.65,71.1,71.94,71.2,71.58,71.67,71.38,71.58,3.191,3.976,0.9591,0.174,1.701,-1.918,1.742,1.525,1.68E-45,5.98,9.89E-46,268.9,214.8,0.3,0,71.2,73,70.9,72.5,0,85.8,14.4,75.2,4.5,0,0,0,-5.239,-46.7,23.27,6,0,112.7,90.7,68,0,0.1,0.2,0,0,100,100,57,56,30,63.67,69.38,71.72,71.62,16.73,41.81,222.9
