Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.578,50,64.94,64.8,64.64,64.7,68.54,68.4,69.77,69.7,69.82,68.93,65.45,65.27,1.98E-46,8.78E-48,1.45E-46,6.19E-47,3.89E-47,1.04E-46,-2.24E-47,4.31E-47,1.68E-45,1.37E-46,1.68E-45,3.87E-45,3.10E-45,0,0,66.6,66.5,68.1,68.5,0,89.2,22.6,116.2,48.3,2.1,0,0,0,0,23.27,1,29,111.8,109.2,62.6,0,1.3,0.1,0,0,100,100,57,56,0,55.57,65.45,64.02,64.57,2.13E-47,5.38E-46,1.36E-45
13.57,50,64.94,65,64.64,64.7,68.58,68.4,69.77,69.8,69.82,68.97,65.45,65.27,1.91E-46,8.78E-48,1.38E-46,6.19E-47,3.89E-47,1.04E-46,-2.24E-47,4.31E-47,1.68E-45,1.37E-46,1.68E-45,3.87E-45,3.10E-45,0,0,66.6,66.4,67.7,68,0,89.8,23.2,116,48.5,1.6,0,0,0,0,23.27,1,29,111.8,109.4,62.1,0,1.4,0.3,0,0,100,100,57,56,30,55.61,65.49,64.02,64.57,2.13E-47,5.38E-46,1.36E-45
23.57,50,64.94,65,64.72,65.1,68.58,68.3,69.73,69,69.78,69.01,65.45,65.23,8.093,0.3862,5.474,3.005,1.238,4.103,-1.212,1.654,1.68E-45,4.353,1.36E-45,169.7,135.4,1,0,64.1,63,68.5,69,0,90.1,26,115.7,47.2,6.2,0,0,-24.1,-84.7,23.27,6,0,111.8,109.2,59.6,0,0.7,0,0,0,100,100,57,56,30,55.57,65.53,64.22,64.62,0.9305,29.08,71.21
33.56,50,64.94,65.8,64.8,64.8,68.54,67.9,69.6,68.1,69.66,68.8,65.53,65.31,11.36,0.5829,9.154,2.793,1.172,6.195,-1.829,3.194,1.68E-45,4.119,1.44E-45,256.6,204.4,0,0.4,65.2,64.6,68.5,69,0,90.3,25.1,115.6,47.6,3.9,0,0,-35.84,-89.69,23.27,6,0,111.6,109.2,59.6,0,0.2,1,0,0,100,100,57,56,30,55.61,65.53,64.67,64.78,1.41,43.9,108
43.57,50,65.02,66.1,64.8,65.1,68.38,67.6,69.32,67.9,69.45,68.56,65.61,65.52,10.46,1.52,9.987,1.997,1.963,7.24,-0.8218,4.455,1.68E-45,6.902,8.57E-46,267.2,214.7,0,0,65.2,64.8,68.1,68.5,0,90.3,24.9,115.3,47.5,3.1,0,0,-29.89,-81.24,23.27,6,0,111.6,109.2,59.6,0,0.3,0.8,0,0,100,100,57,56,30,55.65,65.53,65,64.98,3.693,19.72,93.43
54.27,50,65.23,65.9,65.01,65.4,68.21,67.2,68.99,67.5,69.13,68.23,65.69,65.64,8.645,1.52,9.993,0.1724,1.961,6.138,-0.4557,3.721,1.68E-45,6.896,8.57E-46,267.4,214.6,0.1,0,65.5,64.9,67.4,67.5,0,90.5,25,115.3,47.9,2.7,0,0,-23.5,-77.31,23.27,6,0,111.1,109.2,60.1,0,0.5,0.3,0,0,100,100,57,56,30,55.65,65.4,65.33,65.19,3.74,10.94,120.1
63.57,50,65.35,66.1,65.17,65.6,68.01,67,68.78,67.2,68.8,67.94,65.77,65.72,8.687,0.1517,9.581,-0.7423,1.598,5.413,-0.4564,3.359,1.68E-45,5.619,1.05E-45,268.6,214.9,0.1,0.2,65.5,64.9,67.4,67.5,0,90.8,25.3,115.1,47.7,1.9,0,0,-24.93,-81.6,23.27,6,0,111.1,109,60.6,0,0.4,0.5,0,0,100,100,57,56,30,55.61,65.08,65.49,65.31,0.3844,10.95,138.7
73.57,50,65.47,66.2,65.37,65.8,67.76,66.7,68.46,66.8,68.35,67.7,65.86,65.89,7.81,1.228,7.328,-0.7468,0.8722,4.347,0.2781,3.753,1.68E-45,3.066,1.68E-45,270,216.5,0.2,0,65.8,65.1,67.4,67.5,0,91,25.4,114.9,47.5,1.9,0,0,-23.94,-87.2,23.27,6,0,111.1,108.8,60.6,0,0.1,0.4,0,0,100,100,57,56,30,55.57,64.59,65.66,65.52,3.269,6.673,165.7
83.58,50,65.63,66.4,65.54,65.8,67.56,66.5,68.17,66.7,67.98,67.41,65.9,65.93,6.879,2.147,6.396,-1.664,0.8717,3.238,0.2797,2.646,1.68E-45,3.065,1.68E-45,269.6,216.5,0.1,0,65.8,65.4,66.6,66.5,0,91.2,25.4,114.7,47.9,1.7,0,0,-20.67,-85.46,23.27,6,0,110.9,108.8,61.1,0,0.2,0.6,0,0,100,100,57,56,30,55.57,64.05,65.82,65.72,6.072,6.714,191.9
93.58,50,65.76,66.2,65.66,66.1,67.27,66.2,67.92,66.5,67.69,67.16,65.98,66.01,7.327,2.603,5.928,-1.204,0.8699,2.863,0.2786,2.272,1.68E-45,3.059,1.68E-45,269.2,216.1,0.1,0.1,65.8,65.3,66.6,66.5,0,91.4,25.6,114.5,47.5,1.2,0,0,-22.24,-86.35,23.27,6,0,110.9,108.6,60.6,0,0.3,0.3,0,0,100,100,57,56,30,55.57,63.64,65.9,65.8,7.733,6.687,200.5
