Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.58,50,56.55,56.8,57.27,57.4,58.8,58.6,59.61,59.7,59.34,60.86,57.83,58.15,1.32E-46,4.40E-47,2.45E-46,3.32E-46,9.32E-47,7.27E-47,4.10E-47,2.07E-46,1.68E-45,3.28E-46,1.68E-45,3.87E-45,3.10E-45,0,0,58.1,54.8,58.1,55.1,0,78.9,21,76,18.1,0,0,0,0,0,23.27,1,29,101.1,85.6,51.2,0,1.1,0,0,0,100,100,57,56,0,59.41,64.05,59.64,63.88,2.28E-46,2.32E-46,2.72E-45
13.56,50,56.55,56.6,57.31,57.2,58.8,58.6,59.65,59.7,59.34,60.86,57.83,58.15,1.38E-46,5.06E-47,2.45E-46,3.32E-46,9.85E-47,6.74E-47,4.10E-47,2.07E-46,1.68E-45,3.46E-46,1.68E-45,3.87E-45,3.10E-45,0,0,57.9,54.8,57.7,54.6,0,78.9,21,76,18.3,0,0,0,0,0,23.27,1,29,100.9,85.6,50.2,0,1.1,0,0,0,100,100,57,37,30,59.41,64.09,59.6,63.88,2.60E-46,2.30E-46,2.80E-45
23.57,50,56.55,57.2,57.31,57.7,58.8,58.9,59.61,59.1,59.34,60.82,57.83,58.19,6.591,2.203,11.92,16.31,4.273,2.926,2.007,9.206,1.68E-45,15.02,3.94E-46,193.6,134.4,0.7,0.3,57,53.8,59.4,56.6,0,78.9,21.9,76.2,16.6,1.8,0,0,-8.15,-35.17,23.27,6,0,100.7,85.4,49.2,0,0,0,0,0,100,100,57,37,30,59.41,64.09,60.62,63.59,11.3,16.21,146.1
33.57,50,56.71,58.3,57.39,57.5,58.88,59.1,59.57,59.1,59.38,60.53,57.87,58.27,7.45,2.051,12.35,17.74,4.77,3.373,2.797,10.94,1.68E-45,16.77,3.53E-46,257.6,168,0.1,0,57.6,54.5,58.9,56.1,0,79.2,21.6,76,17.1,0.8,0,0,-9.421,-35.97,23.27,6,0,100.5,85.6,49.7,0,0,0.6,0,0,100,100,57,37,30,59.41,63.81,61.03,61.59,11.2,67.12,187.2
43.56,50,57.04,58.3,57.47,58,58.92,58.8,59.41,58.9,59.38,60.12,57.91,58.31,5.428,0.303,8.214,13.34,3.17,3.207,2.906,9.283,1.68E-45,11.14,5.31E-46,266.1,174.6,0.1,0,57.9,54.9,58.5,55.6,0,79.5,21.4,76,17.5,1.3,0,0,-7.939,-41.6,23.27,6,0,100.3,85.4,50.7,0,0,0.1,0,0,100,100,57,37,30,59.37,62.87,60.01,60.73,2.082,69.75,189.1
53.84,50,57.32,58.5,57.64,58.3,58.92,58.8,59.33,58.9,59.38,59.79,57.91,58.44,4.594,0.6159,4.657,9.867,2.251,1.993,3.758,8.002,1.68E-45,7.914,7.47E-46,270.5,172.7,0.1,0,58.3,55.3,58.5,55.6,0,79.7,21.6,76,17.5,0.5,0,0,-8.238,-51.01,23.27,6,0,100.1,85.6,51.2,0,0.1,0.3,0,0,100,100,57,37,30,59.17,61.96,59.92,60.23,5.286,90.19,222.7
63.57,50,57.61,58.6,57.84,58.3,58.92,58.9,59.24,59.1,59.3,59.55,57.99,58.48,3.648,0.6112,2.793,7.052,1.676,1.119,3.494,6.289,1.68E-45,5.894,1.00E-45,268.8,174.2,0,0,58.3,55.3,58.9,56.1,0,80,21.7,76,17,0.5,0,0,-6.931,-54.04,23.27,6,0,99.9,85.6,50.7,0,0.3,0.3,0,0,100,100,57,37,30,58.76,61.15,59.56,59.87,6.146,83.85,241.9
73.57,50,57.86,58.8,57.96,58.5,58.92,58.8,59.2,58.9,59.26,59.34,58.12,58.52,3.219,0.6169,0.9683,4.804,0.7886,1.124,2.913,4.826,1.68E-45,2.773,1.68E-45,271.3,175,0.2,0,58.3,55.3,58.5,55.6,0,80,21.6,75.9,17.4,0.2,0,0,-7.801,-68.93,23.27,6,0,99.9,85.6,50.7,0,0.1,0.3,0,0,100,100,57,37,30,58.47,60.53,59.47,59.66,7.191,69.9,244.3
83.58,50,57.98,58.9,58.09,58.5,58.88,58.9,59.16,58.9,59.18,59.22,58.24,58.6,3.202,0.1533,0.5036,3.859,0.7831,1.117,2.597,4.497,1.68E-45,2.753,1.68E-45,270,173.9,0.1,0,58.4,55.4,58.5,55.6,0,80.4,22,75.9,17.4,0,0,0,-7.742,-68.77,23.27,6,0,99.6,85.6,51.2,0,0,0.4,0,0,100,100,57,37,30,58.31,60.04,59.35,59.58,2.125,62.33,243.2
93.57,50,58.18,58.9,58.25,58.6,58.88,58.6,59.08,58.9,59.14,59.1,58.36,58.68,2.28,0.613,0.4176,2.476,0.4892,0.8244,2.312,3.626,1.68E-45,1.72,1.68E-45,269.9,174.7,0.1,0,58.5,55.6,58.1,55.6,0,80.4,21.9,75.9,17.6,0,0,0,-4.501,-56.15,23.27,6,0,99.6,85.6,51.2,0,0.1,0.3,0,0,100,100,57,37,30,58.27,59.63,59.35,59.46,10.79,55.49,250.1
