Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.577,50,64.08,64,64.84,64.8,65.59,65.3,66.33,66.4,67.65,69.83,66.76,67.32,1.19E-46,2.13E-46,3.50E-46,6.82E-46,9.85E-47,2.47E-46,7.27E-47,4.18E-46,1.68E-45,3.46E-46,1.68E-45,3.87E-45,3.10E-45,0.1,0,64.7,63.8,64.9,64.1,0,81.7,17.2,71.5,6.8,0.3,0,0,0,0,23.27,1,29,105.3,87.2,59.1,0,1,0,0,0,100,100,57,56,0,66.83,70.44,68.36,71.41,1.42E-45,5.71E-46,1.14E-45
13.58,50,64.12,64,64.84,64.8,65.59,65.4,66.37,66.2,67.69,69.83,66.8,67.36,1.25E-46,2.13E-46,3.44E-46,6.82E-46,9.32E-47,2.52E-46,7.27E-47,4.18E-46,1.68E-45,3.28E-46,1.68E-45,3.87E-45,3.10E-45,0.1,0,64.7,63.8,64.5,63.6,0,81.8,17.1,71.5,7,0,0,0,0,0,23.27,1,29,105.3,87,59.1,0,0.8,0,0,0,100,100,57,56,30,66.83,70.44,68.28,71.37,1.42E-45,5.64E-46,1.03E-45
23.58,50,64.12,65.4,64.88,64.8,65.63,67.2,66.37,66.2,67.65,69.83,66.76,67.36,5.243,9.149,15.5,29.9,4.217,10.36,3.339,17.91,1.68E-45,14.83,3.99E-46,171.2,132.6,0,1,64.8,64,66.6,66.5,0,81.8,17.2,71.7,5.1,3.4,0,0,-3.606,-19.56,23.27,6,0,105.5,87,59.6,0,0,0.6,0,0,100,100,57,56,30,66.87,70.44,69.59,70.92,61.44,60.09,56.83
33.59,50,64.32,66.7,64.92,65.3,66,66.7,66.37,66.8,67.61,69.29,66.72,67.24,3.934,13.33,18.05,35.31,5.07,15.16,4.417,24.64,1.68E-45,17.83,3.32E-46,257.5,203,0,0,66.3,66.1,66,65.6,0,82.2,16,71.7,5.5,0,0,0,3.994,28.88,23.27,6,0,105.9,87.2,61.6,0,0.3,1.1,0,0,100,100,57,56,30,66.87,70.32,69.22,69.45,92.67,106,41.34
43.58,50,64.82,65.9,65.17,65.9,66.17,66.1,66.49,66.2,67.45,68.64,66.47,66.91,3.628,10.64,13.27,27.54,3.122,11.48,3.887,18.49,1.68E-45,10.98,5.39E-46,267.4,211.8,0.8,0,65.1,64.4,66,65.6,0,82.3,17.2,71.5,5.2,1.6,0,0,-1.777,-13.93,23.27,6,0,105.9,87.2,59.6,0,0,0,0,0,100,100,57,56,30,66.95,69.62,68.4,68.75,95.55,93.28,36.1
53.59,50,65.02,66.1,65.5,65.6,66.21,66.7,66.49,66.5,67.28,67.98,66.22,66.67,3.191,8.869,7.84,19.9,4.273,6.52,3.947,14.74,1.68E-45,15.02,3.94E-46,268.9,215.1,0.2,0,65.4,64.8,66.6,66,0,82.7,17.3,71.7,4.9,0.9,0,0,3.805,33.92,23.27,6,0,106.1,87,60.1,0,0,0.5,0,0,100,100,57,56,30,66.54,68.88,67.83,68.06,90.74,94.74,112.4
63.59,50,65.27,66.7,65.54,65.8,66.33,66.4,66.49,66.5,67.12,67.61,66.22,66.67,1.819,7.056,5.564,14.44,2.443,6.169,3.957,12.57,1.68E-45,8.589,6.88E-46,269.7,215.7,0,0,66,65.6,66.3,66,0,82.8,16.6,71.5,5.4,0,0,0,2.193,34.29,23.27,6,0,106.5,87,61.6,0,0.3,0.6,0,0,100,100,57,56,30,66.01,68.31,67.5,67.77,73.47,94.97,121.7
73.58,50,65.55,66.5,65.7,66.4,66.33,66.2,66.53,66.4,66.96,67.29,66.22,66.67,2.286,4.767,3.734,10.79,1.335,4.681,3.943,9.959,1.68E-45,4.693,1.26E-45,270.5,214.9,0.2,0,66,65.7,66,65.6,0,83.2,17.2,71.5,5.5,0.4,0,0,-3.344,-41.61,23.27,6,0,106.7,87,61.1,0,0.2,0.3,0,0,100,100,57,56,30,65.52,67.82,67.46,67.56,49.64,94.64,158.1
83.59,50,65.76,66.4,65.91,66.2,66.33,66.4,66.53,66.4,66.87,67.04,66.22,66.62,2.29,3.852,1.892,8.033,1.338,2.853,3.584,7.776,1.68E-45,4.703,1.26E-45,270.9,215.4,0.4,0,66,65.6,65.6,66,0,83.2,17.2,71.5,5.9,0.4,0,0,-3.347,-41.58,23.27,6,0,106.9,87,61.1,0,0,0,0,0,100,100,57,56,30,65.19,67.25,67.17,67.32,44.89,86.03,202.4
93.59,50,65.88,66.7,66.07,66.4,66.37,66.2,66.49,66.4,66.75,66.84,66.27,66.62,1.36,2.917,0.9629,5.24,1.702,1.747,3.211,6.659,1.68E-45,5.983,9.88E-46,270,214.9,0.4,0,66,65.6,66,65.6,0,83.3,17.3,71.7,5.5,0,0,0,1.201,25.11,23.27,6,0,107.1,87.2,61.6,0,0,0.5,0,0,100,100,57,56,30,64.98,66.8,67.09,67.24,38.61,77.06,228
