Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.58,39,67.76,67.6,67.79,67.6,66.74,66.5,66.94,66.5,66.42,66.84,67.74,67.85,3.27E-47,8.36E-47,6.66E-47,1.57E-47,3.39E-48,-6.52E-48,1.46E-47,1.14E-47,1.68E-45,1.19E-47,1.68E-45,3.87E-45,3.10E-45,1,0,66.6,66.5,66.3,66,0,81,14.4,75,8.4,0.1,0,0,0,0,23.27,1,19,106.7,90.5,61.1,0,0,0,0,0,100,100,57,56,0,56.59,62.91,68.11,67.97,3.18E-46,3.49E-46,3.71E-45
13.58,50,67.76,67.8,67.79,67.6,66.7,66.5,66.94,66.7,66.38,66.84,67.7,67.85,3.93E-47,9.02E-47,7.32E-47,2.23E-47,3.39E-48,-1.18E-47,1.99E-47,1.14E-47,1.68E-45,1.19E-47,1.68E-45,3.87E-45,3.10E-45,1,0,66.6,66.4,66.6,66.5,0,81.2,14.6,75,8.6,0,0,0,0,0,23.27,1,19,106.7,90.7,62.1,0,0.2,0.2,0,0,100,50,48,56,25,56.55,62.91,68.15,68.01,3.40E-46,4.76E-46,3.58E-45
23.58,50,67.76,67.8,67.71,67.5,66.7,66.5,66.86,66.7,66.38,66.8,67.66,67.85,1.153,3.403,2.943,0.6933,0.3143,-0.2845,1.098,0.4993,1.68E-45,1.105,1.68E-45,171,135.3,1,0,66.6,66.4,66.6,66.5,0,81,14.4,75,8.4,0.1,0,0,-0.5382,-13.28,23.27,11,0,106.5,90.5,61.6,0,0.2,0,0,0,100,50,48,56,25,56.55,62.91,68.11,67.97,12.85,26.35,164.1
33.58,50,67.72,67.8,67.75,67.6,66.66,66.5,66.86,66.5,66.34,66.75,67.66,67.81,2.119,5.418,4.317,1.018,0.2233,-0.7782,1.308,0.7533,1.68E-45,0.7852,1.68E-45,250.7,204.2,1.2,0,66.3,66.1,66,65.6,0,81.2,15,75,8.7,0,0,0,-3.935,-52.81,23.27,11,0,106.1,90.5,61.6,0,0.1,0.3,0,0,100,50,48,56,25,56.51,62.91,68.07,67.93,20.32,31.4,232
43.58,50,67.68,67.6,67.71,67.5,66.66,66.4,66.82,66.5,66.34,66.71,67.62,67.77,1.784,5.262,4.101,0.6223,0.2347,-0.8197,1.378,0.7934,1.68E-45,0.825,1.68E-45,264.4,215.1,1.1,0.1,66.4,66.2,66.3,66,0,81.2,14.9,75,8.7,0.1,0,0,-2.756,-43.94,23.27,11,0,106.1,90.5,61.6,0,0.1,0.1,0,0,100,50,48,56,25,56.51,62.99,67.99,67.89,19.49,33.08,244.7
53.59,50,67.64,67.6,67.71,67.5,66.66,66.5,66.82,66.7,66.34,66.71,67.58,67.77,1.814,5.353,4.171,0.633,0.6035,-1.191,1.752,1.164,1.68E-45,2.122,1.68E-45,268.9,215.9,1.5,0,66,65.6,66.3,66,0,81.3,15,75.2,8.7,0,0,0,-2.863,-44.89,23.27,15,0,106.1,90.5,77.4,9.9,0.3,0.1,0,0,100,50,48,56,25,56.51,63.07,67.91,67.85,19.57,42.05,240.3
63.59,50,67.6,67.6,67.63,67.5,66.62,66.4,66.78,66.4,66.34,66.71,67.58,67.73,1.814,4.893,4.17,1.091,0.2371,-0.4579,1.393,1.173,1.68E-45,0.8337,1.68E-45,268.8,217.3,1.2,0,66.3,66.1,66,65.6,0,81.3,15.1,75.2,9.2,0.1,0,0,-2.861,-44.87,23.27,15,0,105.9,90.5,92.3,25.1,0.2,0.1,0,0,100,50,48,56,25,56.51,63.07,67.91,67.81,17.89,33.44,257.8
73.59,50,67.6,67.6,67.59,67.5,66.62,66.4,66.78,66.4,66.34,66.67,67.53,67.73,1.828,4.933,3.741,0.6372,0.1334,-0.4563,1.76,1.17,1.68E-45,0.4692,1.68E-45,271,216.8,1,0,66.3,66.1,66,65.6,0,81.5,15,75.2,9,0,0,0,-2.913,-45.31,23.27,15,0,105.9,90.5,117.6,50.4,0,0.3,0,0,100,50,48,56,25,56.47,63.07,67.91,67.81,17.93,42.23,260.1
83.59,50,67.56,67.5,67.59,67.5,66.58,66.2,66.74,66.5,66.3,66.67,67.53,67.65,1.824,4.919,4.193,1.097,0.2347,-0.4527,1.012,0.7936,59.05,0.01397,59.05,270.3,215.1,4,1.2,63.3,61.9,67.7,68,0,81.2,17.6,75,7.5,5.7,37,36,56.16,875.9,11.53,20,0,105.7,90.7,138,75.2,0.3,0.2,0,0,100,50,48,56,25,56.47,63.03,67.83,67.77,17.99,24.28,259.4
93.59,50,67.52,67.5,67.54,67.2,66.53,66.2,66.78,67.5,66.3,66.63,67.49,67.61,2.747,5.383,3.733,1.097,0.2349,-0.452,1.009,0.7923,32.57,0.02535,32.57,270.4,214.8,3.7,0.6,63.5,62.2,68.1,68.5,0,79.1,15.6,75.6,7.5,7.5,37,36,26.43,273.6,11.53,20,0,105.9,90.7,135,71.3,1.1,0.3,0,0,100,50,48,56,25,56.47,62.95,67.83,67.73,19.93,24.23,259.5
103.6,50,67.52,67.3,67.42,66.7,66.49,66.2,66.94,67.8,66.26,66.59,67.45,67.61,5.038,7.666,3.722,1.095,0.8677,0.2817,1.382,0.7956,32.69,0.09334,32.69,269.6,215.7,3.6,1,63.1,61.7,68.8,69.5,0,76.4,13.4,76.8,8,7.8,37,36,18.49,104.4,11.53,20,0,105.9,90.7,134.5,71.7,1.6,0.6,0,0,100,50,48,56,25,56.43,62.91,67.79,67.69,28.39,33.16,262.8
113.6,50,67.44,67.5,67.22,66.2,66.53,66.7,67.27,68.3,66.34,66.59,67.41,67.52,8.212,10.37,2.787,0.631,1.975,1.756,1.016,0.7969,32.32,0.2149,16.36,268.1,216,3.1,1.2,63.1,61.7,69.5,70.5,0,74.3,11.2,78.9,9.6,8.3,37,36,10.39,35.97,11.53,20,0,105.7,90.7,133.5,70.7,1.6,1.3,0,0,100,50,48,56,25,56.47,62.87,67.75,67.65,38.89,24.38,226
123.6,50,67.4,67.2,66.93,65.9,66.58,67,67.43,68.6,66.51,66.63,67.33,67.44,9.692,10.48,1.43,0.6381,4.166,3.582,1.01,0.4261,32.93,0.4448,7.904,271.1,215,3.3,0.9,62.8,61.2,69.5,70.5,0,72.3,9.5,81.5,12.2,9.8,37,36,13.5,39.61,11.53,20,0,105.7,90.5,133,70.8,1.8,1.1,0,0,100,50,48,56,25,56.43,62.87,67.66,67.6,39.07,24.25,185.1
133.6,50,67.31,67,66.68,65.6,66.74,67.2,67.76,68.7,66.79,66.67,67.25,67.32,11.46,10.87,1.336,-0.7448,5.668,5.079,0.6485,0.05968,32.22,0.6185,5.685,269.3,216.3,3.1,1,62.5,60.9,69.9,71,0,71.1,8.6,84.7,15,9.9,37,36,11.84,29.36,11.53,20,0,105.7,90.8,134,71.6,1.6,1.4,0,0,100,50,48,56,25,56.38,62.99,67.54,67.52,39.52,15.56,147.4
143.6,50,67.23,66.8,66.44,65.6,66.9,67.3,68.05,68.9,67.08,66.8,67.08,67.24,12.91,10.93,3.191,-1.211,7.128,5.804,1.382,0.059,31.94,0.7846,4.481,270.8,215.8,2.8,1,62.8,61.2,69.9,71,0,70.1,7.4,88.3,18.6,10.3,36,35,11.59,25.53,11.7,20,0,105.7,90.8,132.5,69.8,1.4,1.4,0,0,100,50,48,56,25,56.38,63.07,67.42,67.36,39.25,33.18,131.5
153.6,50,67.11,66.5,66.19,65.3,67.07,67.6,68.29,69.2,67.32,66.88,66.96,67.03,13.75,10.87,5.007,-2.121,8.24,6.916,0.6471,-0.6776,32.21,0.8996,3.908,269.1,216,3,1.1,62.4,60.7,70.3,71.5,0,69.4,6.7,92.1,22.8,10.4,37,36,12.83,26.54,11.53,20,0,105.7,91,134,72.1,1.6,1.1,0,0,100,50,48,56,25,56.38,63.23,67.29,67.28,38.07,15.53,103.1
