Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.63,39,63.96,64,63.86,63.9,63.96,63.9,63.99,63.9,64.05,64.01,64.05,64.17,6.28E-48,8.81E-48,6.00E-48,9.09E-48,1.25E-47,2.52E-47,1.46E-47,2.73E-47,1.68E-45,4.39E-47,1.68E-45,3.87E-45,3.10E-45,0,0.6,64.7,63.8,64.5,63.6,0,79.4,14.9,72,7.7,0,0,0,0,0,23.27,1,29,109,85.4,59.1,0,0,0.1,0,0,100,100,57,56,0,64.37,68.52,64.92,69.37,5.10E-47,7.86E-47,3.26E-45
13.59,39,63.96,64.2,63.86,63.7,63.96,63.7,63.99,63.9,64.05,64.01,64.1,64.17,6.28E-48,8.81E-48,6.00E-48,9.09E-48,1.25E-47,3.05E-47,9.28E-48,2.73E-47,1.68E-45,4.39E-47,1.68E-45,3.87E-45,3.10E-45,0,0.5,64.5,63.8,64.5,63.6,0,79.5,14.8,72.2,7.5,0,0,0,0,0,23.27,1,29,109.2,85.4,59.1,0,0.2,0.5,0,0,100,100,57,56,0,64.37,68.52,64.96,69.37,5.10E-47,5.06E-47,3.14E-45
23.58,39,63.96,64,63.86,63.9,63.96,63.7,63.99,63.9,64.09,63.97,64.05,64.17,0.3168,0.7772,0.9684,0.1257,0.6218,1.255,0.7258,1.359,1.68E-45,2.186,1.68E-45,195.1,154.3,0,0.6,64.7,63.8,64.5,63.6,0,79.5,14.8,72.2,7.7,0,0,0,0,0,23.27,6,0,109.2,85.6,59.1,0,0.2,0.1,0,0,100,100,57,56,0,64.37,68.52,66.44,68.83,4.497,7.264,165
33.58,39,63.96,64.4,63.86,63.9,64,63.9,64.04,64,64.13,63.97,64.1,64.21,0.4189,1.024,1.717,-0.2736,0.8193,2.001,0.9564,2.138,1.68E-45,2.881,1.68E-45,257.5,203.4,0,0.9,64.8,64,64.9,64.1,0,79.5,14.6,72.2,7.3,0.3,0,0,0,0,23.27,11,0,109.4,85.4,59.1,0,0.1,0.5,0,0,100,100,57,56,0,64.37,68.52,66.23,66.91,5.927,22.95,209.5
43.59,39,64,64.4,63.9,64,64,63.9,64.04,64,64.13,64.01,64.05,64.25,0.4365,1.067,1.331,0.1728,0.861,1.373,1.734,2.246,1.68E-45,3.027,1.68E-45,268.3,213.7,0,0.5,64.8,64,64.5,63.6,0,79.7,14.7,72.2,7.5,0,0,0,0,0,23.27,11,0,109.6,85.6,59.1,0,0.1,0.4,0,0,100,100,57,56,0,64.41,68.52,65.66,66.17,6.237,41.62,235.3
53.59,39,64.04,64.5,63.98,64.2,64,64,64.08,64,64.17,64.05,64.1,64.33,0.8989,1.073,1.338,0.6338,0.4964,1.01,2.102,2.616,1.68E-45,1.745,1.68E-45,269.7,214.1,0,0.9,64.9,64.1,64.9,64.1,0,79.5,14.7,72.2,7.1,0,0,0,0,0,23.27,11,0,109.6,85.6,59.1,0,0,0.3,0,0,100,100,57,56,0,64.41,68.56,65.53,65.72,6.207,50.45,245.4
63.58,39,64.08,64.5,64.06,64.2,64,64,64.08,64.2,64.17,64.05,64.14,64.37,0.8941,1.067,1.331,0.6305,0.1333,0.6529,2.127,2.646,1.68E-45,0.4686,1.68E-45,268.2,216.6,0,0.7,64.9,64.1,64.9,64.1,0,79.5,14.5,72.2,7.1,0,0,0,0,0,23.27,15,0,110.1,85.4,74.5,9.4,0.3,0.3,0,0,100,100,57,56,0,64.41,68.56,65.25,65.48,6.174,51.04,252.6
73.59,39,64.16,64.7,64.11,64.2,64.08,64.2,64.12,64,64.17,64.09,64.18,64.41,0.4392,0.6118,0.8766,0.1744,0.4991,0.6482,2.112,2.262,1.68E-45,1.755,1.68E-45,269.4,215.2,0,1,65,64.3,64.9,64.6,0,79.5,14.4,72.2,7.3,0.5,0,0,0,0,23.27,15,0,109.8,85.4,107.2,41.8,0,0.5,0,0,100,100,57,56,0,64.37,68.56,65.12,65.27,3.506,50.7,253.9
83.59,39,64.24,64.7,64.19,64.4,64.12,64.2,64.16,64.2,64.21,64.09,64.22,64.49,0.4411,0.6161,1.344,-0.287,0.5022,0.2831,2.498,2.279,1.68E-45,1.766,1.68E-45,271,216.8,0,0.3,65,64.3,64.5,63.6,0,79.4,14.3,72.2,7.7,0.5,0,0,0,0,23.27,15,0,110.1,85.6,123.1,57.7,0,0.5,0,0,100,100,57,56,0,64.41,68.56,65.08,65.19,3.565,59.95,264.2
93.59,39,64.24,64.5,64.27,64.4,64.16,64.2,64.2,64.7,64.25,64.18,64.26,64.54,0.4415,0.6167,0.8834,0.1749,0.2352,-0.08617,2.48,2.629,28.73,0.02879,28.73,271.3,215.1,2.1,3,62.1,60.3,67.7,68,0.2,78.6,16.5,72.2,4.2,8.1,33,32,28.73,817,12.25,20,0,110.1,85.6,156.3,95.2,0.7,0.3,0,0,100,100,57,56,0,64.41,68.56,65,65.11,3.569,59.52,269.2
