Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.575,50,65.92,65.9,65.91,65.9,64.69,64.5,64.57,64.4,64.42,64.67,65.53,66.17,-2.01E-47,2.42E-47,4.02E-47,-4.10E-48,1.90E-48,-4.88E-47,8.32E-47,3.26E-47,1.68E-45,6.67E-48,1.68E-45,3.87E-45,3.10E-45,0,3.7,68.3,68.8,68.1,68.5,0,80.4,12.2,70.8,2.8,0,0,0,0,0,23.27,1,27,110.5,87.3,64.1,0,0,0.1,0,0,100,100,57,56,0,55.89,62.25,68.36,68.14,9.13E-47,2.00E-45,2.70E-45
13.57,39,65.92,66.1,65.95,65.8,64.69,64.5,64.57,64.4,64.42,64.67,65.53,66.17,-2.01E-47,2.42E-47,4.02E-47,-4.10E-48,3.39E-48,-5.41E-47,8.32E-47,3.26E-47,1.68E-45,1.19E-47,1.68E-45,3.87E-45,3.10E-45,0,3.7,68.3,68.8,68.1,68.5,0,80.4,12.1,70.8,2.8,0,0,0,0,0,23.27,1,27,110.5,87.3,63.6,0,0,0.2,0,0,100,100,57,56,0,55.89,62.29,68.32,68.1,9.08E-47,2.00E-45,2.57E-45
23.58,39,65.92,66.1,65.91,65.8,64.65,64.7,64.57,64.4,64.42,64.67,65.57,66.21,-0.5976,1.071,1.78,0.1108,0.08241,-1.889,3.614,1.643,1.68E-45,0.2897,1.68E-45,171.3,134.5,0,3.7,68.5,69,68.1,68.5,0,80.4,11.9,70.8,2.7,0,0,0,0,0,23.27,6,0,110.3,87.3,63.6,0,0,0.4,0,0,100,100,57,56,0,55.93,62.29,68.81,68.01,4.044,86.74,125.9
33.59,39,65.96,66.1,65.91,65.9,64.69,64.7,64.61,64.5,64.38,64.67,65.53,66.17,-0.8986,2.49,3.116,-0.2728,0.4767,-3.238,5.524,1.81,1.68E-45,1.676,1.68E-45,257.5,205.5,0,3.6,68.5,69,68.1,68.5,0,80.4,12.1,70.8,2.7,0,0,0,0,0,23.27,6,0,109.8,87.3,64.1,0,0,0.2,0,0,100,100,57,56,0,55.98,62.33,68.4,67.69,9.399,132.6,179.8
43.59,39,65.96,66.1,65.87,65.9,64.73,64.7,64.61,64.8,64.46,64.67,65.53,66.09,-1.393,1.678,2.33,-0.741,0.8608,-3.006,5.02,1.154,1.68E-45,3.026,1.68E-45,268.2,213.9,0,3.8,68.5,69,68.1,68.5,0,80.5,12,70.8,2.7,0,0,0,-1.381,-28.19,23.27,11,0,109.6,87.3,64.6,0,0.1,0.2,0,0,100,100,57,56,0,55.98,62.37,67.83,67.6,6.295,120.5,196
53.86,39,65.96,65.9,65.95,65.9,64.77,65,64.69,65,64.46,64.71,65.53,66.09,-0.9458,2.619,2.816,-0.7492,0.1325,-3.776,5.074,1.166,1.68E-45,0.466,1.68E-45,270.9,216.3,0,3.3,68.7,69.3,68.1,68.5,0,80.5,11.8,70.8,2.7,0,0,0,0,0,23.27,11,0,109.4,87.5,63.6,0,0,0.1,0,0,100,100,57,56,0,55.98,62.37,67.46,67.32,9.823,121.8,180.3
63.59,39,65.96,66.1,65.95,65.9,64.86,65,64.77,65,64.58,64.79,65.57,66.05,-0.9404,2.144,2.34,-0.7448,0.1329,-3.416,4.348,0.7998,1.68E-45,0.4672,1.68E-45,269.3,216.8,0,3.1,68.7,69.3,68.1,68.5,0.4,80.7,12,70.9,2.3,0,0,0,0,0,23.27,11,0,109.2,87.3,64.6,0,0.2,0.3,0,0,100,100,57,56,0,55.98,62.42,67.13,67.07,7.991,104.4,187.3
73.59,39,65.96,66.1,65.91,65.9,64.9,65.1,64.81,65,64.66,64.91,65.61,66.01,-0.9395,1.683,2.797,0.1741,0.5029,-2.676,3.609,0.4298,1.68E-45,1.768,1.68E-45,269.1,216.8,0,3.1,68.7,69.4,68.8,69.5,0.5,80.7,12,70.8,2,0,0,0,0,0,23.27,15,0,109,87.3,81.4,10.8,0,0.3,0,0,100,100,57,56,0,55.98,62.42,66.93,66.87,6.273,86.61,204.8
83.59,39,65.96,65.9,65.91,65.8,64.98,65.1,64.94,65.3,64.79,64.99,65.65,66.01,-0.4803,1.686,2.34,0.1737,0.5012,-2.298,3.228,0.4284,1.68E-45,1.762,1.68E-45,269.4,216.1,0,2.8,68.7,69.4,68.1,68.5,1.1,80.8,11.9,70.8,2.7,0.1,0,0,0,0,23.27,15,0,108.8,87.3,128.5,57.8,0.3,0.1,0,0,100,100,57,56,0,56.02,62.46,66.72,66.7,6.281,77.47,214.3
93.59,39,65.92,65.9,65.91,65.8,65.02,65.3,64.98,65.1,64.87,65.08,65.69,66.01,-0.4819,1.228,2.345,0.6353,0.1328,-1.935,2.867,0.7993,1.68E-45,0.4669,1.68E-45,269.9,216.7,0,3.7,68.9,69.6,68.8,69.5,0.7,81,12.3,70.8,2,0,0,0,0,0,23.27,15,0,108.4,87.3,132,61.1,0,0.1,0,0,100,100,57,56,0,56.02,62.46,66.64,66.58,4.576,68.81,223.5
