Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.574,50,67.23,67.3,67.63,67.5,70.55,70.4,70.75,70.4,71.21,72.24,70.36,70.68,3.27E-47,7.48E-47,1.66E-46,2.73E-46,5.09E-47,3.53E-46,4.10E-47,4.45E-46,1.68E-45,1.79E-46,1.68E-45,3.87E-45,3.10E-45,0.6,0,67,67,67,67,0,82.7,15.6,73.6,6.2,0,0,0,0,0,23.27,1,29,106.9,89.2,62.1,0,0.1,0,0,0,100,100,57,56,0,70.31,71.59,70.98,71.86,1.40E-45,9.84E-46,-4.37E-45
13.57,50,67.27,67.3,67.63,67.6,70.55,70.4,70.75,70.6,71.26,72.24,70.4,70.68,3.27E-47,8.14E-47,1.59E-46,2.73E-46,4.57E-47,3.58E-46,3.57E-47,4.39E-46,1.68E-45,1.61E-46,1.68E-45,3.87E-45,3.10E-45,0.5,0,67,67,67,67,0,82.5,15.7,73.6,6.8,0,0,0,0,0,23.27,1,29,106.3,89.2,62.6,0,0.2,0,0,0,100,100,57,56,30,70.31,71.55,70.98,71.86,1.58E-45,8.56E-46,-4.73E-45
23.68,50,67.27,68.6,67.59,67.5,70.55,71.1,70.71,70.6,71.21,72.28,70.36,70.72,1.135,3.54,7.488,12.16,1.74,15.44,1.995,19.17,1.68E-45,6.119,9.66E-46,168.2,133.5,0.2,0,67.4,67.5,67.4,67.5,0,82.7,15.1,73.6,6.4,0.2,0,0,2.129,53.38,23.27,6,0,106.3,89.4,62.1,0,0,1,0,0,100,100,57,56,30,70.26,71.55,71.14,71.78,66.31,47.87,-178.6
33.57,50,67.6,70.3,67.63,68.3,70.63,70.1,70.79,70.8,71.17,71.96,70.44,70.68,1.691,3.988,8.162,13.84,0.2203,23.69,1.983,25.89,1.68E-45,0.7746,1.68E-45,250.6,201.9,0,0,69.1,69.9,69.2,70,0,82.7,13.6,73.6,5,0,0,0,-2.43,-40.87,23.27,6,0,106.3,89.4,64.6,0,0.8,1.9,0,0,100,100,57,56,30,70.31,71.55,71.51,71.41,77.18,47.6,-318
43.57,50,68.09,68.9,67.91,69.2,70.51,70,70.75,69.8,71.09,71.5,70.11,70.23,2.709,3.792,4.593,11.09,1.582,19.5,0.9998,18.92,1.68E-45,5.561,1.06E-45,266.7,212.6,0.9,0,68.3,68.8,68.5,68.5,0,82.2,13.9,73.6,5.1,0,0,0,-3.965,-41.62,23.27,6,0,106.3,89,64.1,0,0,0,0,0,100,100,57,56,30,70.18,71.38,71.1,70.92,75.88,23.99,-201.3
53.57,50,68.3,69.2,68.36,68.7,70.47,70.3,70.63,70.3,71.05,71.14,69.79,69.98,1.804,4.712,0.9542,7.47,0.6012,12.73,1.742,15.08,1.68E-45,2.114,1.68E-45,267.3,214.7,0.1,0,68.5,69,68.1,68.5,0,82,13.7,73.8,5.7,0,0,0,-2.826,-44.56,23.27,6,0,106.3,89,64.1,0,0,0.5,0,0,100,100,57,56,30,69.65,71.22,70.37,70.47,72.14,41.8,-38.28
63.57,50,68.5,70,68.49,68.7,70.42,69.8,70.55,70,70.8,70.85,69.71,69.98,1.35,2.894,0.4991,4.744,0.132,10.89,2.471,13.23,1.68E-45,0.464,1.68E-45,267.9,214.4,0,0,68.9,69.6,68.5,69,0,82.2,13.1,73.6,4.8,0,0,0,-1.232,-25.95,23.27,6,0,106.3,89.2,64.6,0,0.2,1.1,0,0,100,100,57,56,30,69.04,70.93,70.28,70.35,36.65,59.3,6.561
73.58,50,68.75,69.8,68.69,69.4,70.3,69.8,70.5,69.8,70.68,70.6,69.71,69.9,2.269,1.984,0.8733,3.38,0.497,9.064,1.74,10.31,1.68E-45,1.747,1.68E-45,268.4,214.5,0.4,0,69,69.8,68.8,69.5,0,82,13,73.8,5,0,0,0,-4.461,-55.92,23.27,6,0,106.3,89.2,65,0,0,0.4,0,0,100,100,57,56,30,68.59,70.56,70.32,70.23,24.08,41.75,50.87
83.82,50,68.91,69.5,68.9,69.4,70.26,70,70.38,70,70.6,70.4,69.66,69.9,1.351,2.441,2.246,1.546,0.1329,6.911,2.119,8.898,1.68E-45,0.4671,1.68E-45,268.2,215.9,0.2,0,69,69.8,68.5,69,0,82.2,13.2,73.8,5,0,0,0,-1.235,-26,23.27,6,0,106.5,89.2,64.6,0,0.2,0.3,0,0,100,100,57,56,30,68.3,70.19,70.12,70.14,30.9,50.86,102.4
93.58,50,69.07,69.8,69.06,69.4,70.14,69.8,70.34,69.8,70.44,70.28,69.66,69.9,2.273,1.07,1.793,1.551,0.133,5.446,2.122,7.435,1.68E-45,0.4677,1.68E-45,268.9,216.2,0.4,0,69.1,69.9,69.2,70,0,82,12.9,73.8,4.7,0,0,0,-4.477,-56.01,23.27,6,0,106.5,89.2,65,0,0,0.3,0,0,100,100,57,56,30,68.09,69.83,70.08,70.1,14.83,50.93,138.2
103.6,50,69.2,69.8,69.14,69.5,70.14,69.7,70.26,69.8,70.31,70.15,69.71,69.94,1.356,0.6115,1.793,0.1741,0.4983,5.051,2.112,6.665,1.68E-45,1.752,1.68E-45,268.9,215.1,0.2,0,69.3,70.1,69.2,70,0,82,12.7,73.8,4.6,0,0,0,-1.25,-26.23,23.27,6,0,106.9,89,65,0,0,0.3,0,0,100,100,57,56,30,68.05,69.62,70.12,70.1,9.361,50.69,147.7
113.6,50,69.36,69.8,69.31,69.7,70.02,69.8,70.22,69.7,70.23,70.07,69.75,69.94,2.284,0.1539,1.802,0.636,0.5004,3.962,1.751,5.213,1.68E-45,1.759,1.68E-45,270.2,215.8,0.4,0,69.3,70.1,69.2,70,0,81.8,12.5,73.9,4.7,0,0,0,-4.513,-56.21,23.27,6,0,106.7,89.2,65,0,0.2,0.1,0,0,100,100,57,56,30,68.14,69.46,70.08,70.06,2.794,42.02,175.1
123.6,50,69.44,70,69.43,69.7,70.02,69.8,70.18,69.8,70.11,69.99,69.75,69.94,1.825,0.7695,1.343,-0.2873,0.1327,2.856,1.749,4.472,1.68E-45,0.4664,1.68E-45,270.6,215.6,0.4,0,69.3,70.2,69.2,70,0,82,12.7,73.9,5.1,0,0,0,-2.901,-45.21,23.27,6,0,106.9,89.2,65.5,0,0,0.3,0,0,100,100,57,56,30,68.38,69.38,70.08,70.06,18.47,41.98,202.1
133.6,50,69.52,70.1,69.51,69.7,69.97,69.7,70.14,69.8,70.07,69.95,69.79,69.98,1.821,0.7679,1.34,-0.2861,0.1325,2.495,1.754,4.116,1.68E-45,0.4658,1.68E-45,270.1,216.1,0.4,0,69.3,70.2,69.2,70,0,82,12.7,73.9,5.1,0,0,0,-2.888,-45.1,23.27,6,0,107.3,89.2,65,0,0,0.4,0,0,100,100,57,56,30,68.63,69.34,70.12,70.06,18.43,42.08,210.2
143.8,50,69.61,70.1,69.59,69.7,69.93,69.8,70.05,69.7,70.03,69.95,69.83,69.98,1.357,0.3067,0.8759,0.1742,0.1311,2.104,1.37,3.343,1.68E-45,0.461,1.68E-45,269.2,213.9,0.5,0,69.3,70.2,68.8,69.5,0,82,12.5,74.1,5.5,0.3,0,0,-1.255,-26.3,23.27,6,0,107.3,89,65,0,0,0.3,0,0,100,100,57,56,30,68.63,69.42,70.12,70.1,7.361,32.89,218.7
153.6,50,69.69,70,69.63,69.7,69.97,69.8,70.05,69.8,70.03,69.95,69.87,70.02,0.9017,0.3081,0.88,-0.2865,0.495,2.102,1.369,2.976,1.68E-45,1.741,1.68E-45,270.4,213.7,0.4,0,69.3,70.2,69.2,70,0,82,12.7,73.9,4.7,0.3,0,0,0,0,23.27,6,0,107.7,89.2,66,0,0,0.4,0,0,100,100,57,56,30,68.14,69.46,70.16,70.1,5.593,32.87,220
163.6,50,69.73,70.1,69.71,69.8,69.93,69.7,70.05,69.8,69.99,69.91,69.91,70.06,1.348,0.7612,0.8704,-0.2833,0.1311,1.739,1.371,2.979,1.68E-45,0.461,1.68E-45,267.5,213.9,0.5,0,69.3,70.2,69.2,70,0,82,12.7,73.9,4.7,0,0,0,-1.225,-25.83,23.27,6,0,108,89.2,65.5,0,0.1,0.3,0,0,100,100,57,56,30,67.48,69.34,70.2,70.14,9.852,32.92,225.8
173.6,50,69.81,70.1,69.8,69.8,69.89,69.7,70.05,69.7,69.94,69.87,69.95,70.06,1.802,1.215,0.8696,-0.2829,0.1319,1.383,1.012,2.264,1.68E-45,0.4639,1.68E-45,267,215.3,0.3,0,69.5,70.4,69.2,70,0,82,12.5,74.1,4.9,0.1,0,0,-2.819,-44.5,23.27,6,0,108,89.2,65.5,0,0,0.3,0,0,100,100,57,56,30,66.58,69.09,70.2,70.14,11.62,24.3,233.9
183.6,50,69.85,70.1,69.8,70,69.85,69.4,70.01,69.8,69.9,69.83,69.99,70.06,1.818,1.226,0.8773,-0.2854,0.4985,1.747,0.6444,1.893,1.68E-45,1.753,1.68E-45,269.4,214.9,0.5,0,69.3,70.2,69.2,70,0,82,12.7,73.9,4.7,0,0,0,-2.875,-44.98,23.27,6,0,108.4,89,65.5,0,0.3,0.3,0,0,100,100,57,56,30,65.72,68.76,70.24,70.14,9.671,15.47,227.5
