Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.577,50,55.6,55.8,56.08,56.1,57.36,57.1,58.02,58.3,57.5,58.81,56.44,56.67,1.05E-46,8.36E-47,2.12E-46,2.33E-46,6.15E-47,4.63E-47,3.04E-47,1.38E-46,1.68E-45,2.16E-46,1.68E-45,3.87E-45,3.10E-45,0,0,56.5,53.2,57.3,53.2,0,75.4,19.1,84.2,27,0,0,0,0,0,23.27,1,29,102.5,92.1,48.7,0,1.1,0,0,0,100,100,57,56,0,57.74,60.65,58.29,60.19,6.87E-46,3.83E-46,3.02E-45
13.56,50,55.64,55.8,56.04,56,57.36,57.2,58.02,58.3,57.5,58.81,56.44,56.67,1.05E-46,8.36E-47,2.12E-46,2.33E-46,5.09E-47,5.16E-47,3.04E-47,1.33E-46,1.68E-45,1.79E-46,1.68E-45,3.87E-45,3.10E-45,0,0,56.6,53.3,56.9,53.6,0,75.6,19,84.3,27.4,0,0,0,0,0,23.27,6,0,102.3,91.9,48.7,0,1.1,0,0,0,100,100,57,36,30,57.74,60.65,58.25,60.15,6.87E-46,3.83E-46,2.93E-45
23.57,50,55.64,56.1,56.08,56.6,57.32,57.5,58.02,57.9,57.54,58.77,56.44,56.72,4.883,3.361,8.669,10.19,2.508,2.066,1.593,6.168,1.68E-45,8.818,6.70E-46,168.8,138.2,0.4,0,55.9,52.5,56.9,53.6,0,75.6,19.7,84.2,27,1.1,0,0,-8.35,-48.64,23.27,6,0,102.3,91.9,48.2,0,0.5,0,0,0,100,100,57,33,30,57.74,60.7,59.02,59.78,27.25,38.23,128.6
33.57,50,55.73,56.8,56.2,56.3,57.4,57.4,57.98,57.5,57.62,58.65,56.52,56.76,6.135,3.81,11.03,13.36,3.129,2.088,1.547,6.764,1.68E-45,11,5.37E-46,257.7,157.6,0.1,0,56.2,52.8,57.3,54.1,0,76.2,20,84.2,27,1.3,0,0,-10.57,-48.99,23.27,6,0,101.9,91.9,48.7,0,0,0.5,0,0,100,100,57,33,30,57.74,60.57,58.25,58.68,32.23,37.14,208.9
43.57,50,55.97,57.1,56.2,56.5,57.44,57.5,57.93,57.5,57.7,58.36,56.52,56.84,5.514,2.614,7.423,10.32,1.482,2.041,2.038,5.561,1.68E-45,5.212,1.13E-45,270.4,154,0,0,56.6,53.3,56.9,53.6,0,76.8,20.2,84,27.1,1.8,0,0,-14.18,-73.12,23.27,6,0,101.7,91.9,48.7,0,0.1,0.5,0,0,100,100,57,33,30,57.65,60,58,58.35,26.74,48.92,221.4
53.57,50,56.18,57.2,56.37,56.9,57.44,57.4,57.85,57.5,57.7,58.07,56.6,56.96,4.595,1.693,4.197,7.099,1.211,1.504,2.285,5,1.68E-45,4.258,1.39E-45,270.6,153,0.2,0.2,56.6,53.3,57.7,54.6,0,77.3,20.7,84,26.5,0.8,0,0,-11.9,-73.64,23.27,6,0,101.7,91.7,49.2,0,0.1,0.4,0,0,100,100,57,33,30,57.45,59.34,57.92,58.06,21.43,54.84,234.5
63.57,50,56.38,57.2,56.45,56.9,57.49,57.4,57.81,57.5,57.7,57.83,56.68,57.04,3.681,1.234,1.431,3.878,0.4286,1.505,2.287,4.221,1.68E-45,1.507,1.68E-45,271.3,153.1,0.5,0,56.6,53.3,57.3,54.1,0,77.8,21.2,84,26.3,0.8,0,0,-9.428,-72.84,23.27,6,0,101.5,91.9,49.2,0,0.1,0.1,0,0,100,100,57,33,30,57.24,58.81,57.8,57.86,18.89,54.88,235.2
73.57,50,56.5,57.4,56.61,57.1,57.49,57.4,57.73,57.5,57.7,57.75,56.73,57.12,2.747,0.3079,0.5038,2.943,0.6927,0.7257,2.558,3.976,1.68E-45,2.436,1.68E-45,270.4,153.7,0.3,0,56.6,53.3,57.3,54.1,0,78.3,21.5,83.8,26.5,0.6,0,0,-6.143,-63.6,23.27,6,0,101.3,91.7,49.2,0,0,0.3,0,0,100,100,57,33,30,57.04,58.44,57.75,57.78,5.264,61.39,253
83.57,50,56.67,57.5,56.69,57.1,57.44,57.4,57.69,57.4,57.66,57.71,56.85,57.21,2.75,0.3082,0.5042,2.946,0.1668,0.9825,2.284,3.433,1.68E-45,0.5864,1.68E-45,270.7,152.9,0,0,56.9,53.7,56.9,53.6,0,78.6,21.7,83.8,26.9,0.6,0,0,-6.152,-63.63,23.27,6,0,101.1,91.9,49.7,0,0,0.4,0,0,100,100,57,33,30,56.88,58.12,57.75,57.78,5.964,54.81,247.1
93.58,50,56.79,57.4,56.86,57.1,57.49,57.4,57.69,57.5,57.66,57.58,56.93,57.29,2.279,0.3071,0.8775,1.095,0.4311,0.4642,2.302,3.198,1.68E-45,1.516,1.68E-45,269.7,154.1,0.1,0,57,53.8,56.9,53.6,0,78.9,21.9,83.8,26.5,0,0,0,-4.498,-56.13,23.27,6,0,100.9,91.7,49.2,0,0.1,0.3,0,0,100,100,57,33,30,56.79,57.87,57.71,57.78,6.846,55.26,258.5
