Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.585,50,66.33,66.4,67.42,67.3,68.09,67.9,68.7,68.6,69.13,69.74,68.31,68.75,9.87E-47,6.82E-47,9.96E-47,2.66E-46,1.41E-46,1.15E-46,5.68E-47,3.13E-46,1.68E-45,4.95E-46,1.68E-45,3.87E-45,3.10E-45,0.4,0,67.2,67.3,67,67,0,82,14.9,72.2,5.3,0.2,0,0,0,0,23.27,1,29,106.5,88.2,62.6,0,0.7,0,0,0,100,100,57,56,0,68.71,70.93,69.51,71.41,7.36E-46,7.15E-46,1.11E-45
13.57,50,66.33,66.5,67.42,67.3,68.09,67.9,68.7,68.6,69.13,69.74,68.35,68.71,9.87E-47,6.82E-47,9.96E-47,2.66E-46,1.41E-46,1.20E-46,4.63E-47,3.07E-46,1.68E-45,4.95E-46,1.68E-45,3.87E-45,3.10E-45,0.2,0,67.1,67.2,67,67,0,82,14.9,72.3,4.9,0,0,0,0,0,23.27,1,29,106.3,88.2,62.1,0,0.7,0,0,0,100,100,57,56,30,68.71,70.93,69.51,71.41,7.36E-46,5.82E-46,9.81E-46
23.85,50,66.33,67.5,67.42,67.5,68.13,68.6,68.66,68.6,69.13,69.7,68.35,68.75,4.19,3.665,4.559,12.41,6.988,5.972,2.559,15.52,1.68E-45,24.57,2.41E-46,189.6,153.8,0.5,0,66.8,66.7,67,67,0,82.2,15.2,72.3,5.3,0,0,0,9.839,66.79,23.27,6,0,106.5,88.2,62.1,0,0,0.2,0,0,100,100,57,56,30,68.71,70.93,69.75,71.25,39.57,41.02,46.26
33.56,50,66.54,68.3,67.42,67.6,68.21,68.1,68.66,68.4,69.13,69.5,68.35,68.63,4.654,4.815,3.863,13.33,7.469,7.857,2.332,17.66,1.68E-45,26.26,2.25E-46,249.1,202.3,0,0,67.9,68.2,67.7,68,0,82.3,14.4,72.3,4.6,0,0,0,9.898,60.49,23.27,6,0,106.5,88,63.1,0,0.3,0.7,0,0,100,100,57,56,30,68.71,70.81,70.24,70.27,55.03,55.96,60.48
43.58,50,66.82,67.8,67.5,67.8,68.25,68.1,68.66,68.1,69,69.17,68.15,68.47,4.419,3.699,1.817,9.935,6.034,5.717,2.813,14.56,1.68E-45,21.22,2.79E-46,260.2,212.6,0.9,0,66.9,66.9,67.4,67.5,0,82.3,15.4,72.3,4.8,0.6,0,0,5.679,36.55,23.27,6,0,106.7,88.2,62.1,0,0,0,0,0,100,100,57,56,30,68.5,70.48,69.51,69.69,44.9,67.5,123
53.57,50,66.95,67.9,67.63,67.6,68.25,68.3,68.54,68.3,68.92,68.97,67.99,68.38,3.123,4.192,0.4904,7.806,6.062,3.193,3.554,12.81,1.68E-45,21.31,2.77E-46,263.3,213.5,0.1,0,67.5,67.7,67,67,0,82.7,15.1,72.3,5.3,0,0,0,10.33,94.09,23.27,6,0,106.9,88.2,63.1,0,0,0.3,0,0,100,100,57,56,30,68.18,69.91,69.1,69.24,58.1,85.3,186.6
63.57,50,67.19,68.3,67.63,67.8,68.3,68.1,68.54,68.1,68.76,68.76,68.03,68.38,2.676,2.397,0.04121,5.114,3.895,3.575,3.205,10.67,1.68E-45,13.69,4.32E-46,263.5,214.6,0,0,67.9,68.2,68.1,68.5,0,82.8,14.9,72.3,4.2,0,0,0,4.285,45.55,23.27,6,0,106.7,88.2,64.1,0,0,0.4,0,0,100,100,57,56,30,67.97,69.54,68.89,69.08,36.7,76.92,177.7
73.57,50,67.35,68.3,67.71,68.1,68.3,68.1,68.5,68.3,68.68,68.56,68.03,68.34,2.223,1.943,1.304,2.862,3.149,2.831,2.827,8.806,1.68E-45,11.07,5.34E-46,262.9,213.6,0.3,0,67.6,67.8,67.4,67.5,0,82.8,14.9,72.3,4.9,0,0,0,3.256,41.66,23.27,6,0,107.1,88.2,63.1,0,0.2,0.4,0,0,100,100,57,56,30,67.81,69.13,68.89,68.92,35.27,67.84,195
83.83,50,67.56,68.3,67.83,67.9,68.3,68.1,68.46,68.1,68.55,68.43,68.03,68.34,1.776,1.049,1.306,1.518,2.416,1.733,2.821,6.97,1.68E-45,8.494,6.96E-46,263.3,213.2,0.5,0,67.6,67.8,67.4,67.5,0,83.2,15.5,72.3,5.1,0,0,0,2.249,36.02,23.27,6,0,107.1,88,63.1,0,0,0.4,0,0,100,100,57,56,30,67.81,68.8,68.69,68.75,25.17,67.71,221.7
93.58,50,67.72,68.6,67.91,68.1,68.3,68.1,68.42,68.1,68.47,68.39,68.07,68.38,1.321,0.596,0.8531,1.064,1.701,1.38,2.844,5.925,1.68E-45,5.981,9.89E-46,262.2,214.9,0,0,67.9,68.2,67.4,67.5,0,83,15.1,72.3,4.9,0,0,0,1.335,28.73,23.27,6,0,107.3,88.2,63.1,0,0.2,0.7,0,0,100,100,57,56,30,67.77,68.56,68.65,68.71,14.31,68.25,229
