Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.576,50,64.98,65.1,65.46,65.4,65.67,65.4,66.33,66.2,67.94,70.44,66.35,66.99,1.05E-46,2.60E-46,4.03E-46,7.68E-46,6.15E-47,1.15E-46,8.33E-47,2.60E-46,1.68E-45,2.16E-46,1.68E-45,3.87E-45,3.10E-45,0.5,0,64.9,64.1,64.9,64.6,0,81.3,16.4,71.8,6.9,0.3,0,0,0,0,23.27,1,29,105.7,87.2,60.1,0,0.8,0,0,0,100,100,57,56,0,66.95,70.89,67.83,71.82,1.58E-45,5.00E-46,2.76E-45
13.57,50,64.98,65.1,65.46,65.3,65.67,65.4,66.33,66.2,67.94,70.44,66.39,66.99,1.05E-46,2.60E-46,4.03E-46,7.68E-46,6.15E-47,1.20E-46,7.80E-47,2.60E-46,1.68E-45,2.16E-46,1.68E-45,3.87E-45,3.10E-45,0.3,0,65,64.3,64.9,64.1,0,81.5,16.6,71.8,6.8,0,0,0,0,0,23.27,1,29,105.3,86.8,60.1,0,0.6,0,0,0,100,100,57,41,30,66.95,70.85,67.83,71.78,1.60E-45,4.73E-46,2.71E-45
23.59,50,64.98,65.6,65.46,65.3,65.76,67.5,66.29,66.2,67.94,70.4,66.35,66.99,3.707,11.54,17.2,32.45,2.476,4.629,3.351,10.46,1.68E-45,8.706,6.79E-46,167.7,124.7,0.2,1.2,65.1,64.4,67.4,67.5,0,81.5,16.4,71.7,4.7,2.7,0,0,-4.327,-33.2,23.27,1,29,105.3,87,59.6,0,0,0.3,0,0,100,100,57,41,30,66.87,70.89,69.22,71.54,68.84,34.73,122.6
33.58,50,65.14,66.7,65.46,65.6,66.13,67,66.33,67.5,67.86,70.03,66.39,67.03,2.102,15.84,22.52,40.47,2.346,6.991,4.838,14.17,1.68E-45,8.25,7.17E-46,248.7,180,0,0,66,65.7,66.3,66.5,0,81.7,15.4,71.8,5.5,0.4,0,0,0.8585,11.62,23.27,6,0,105.3,87,61.1,0,0.4,0.9,0,0,100,100,57,41,30,66.95,70.73,69.51,69.73,100.6,116.1,171.5
43.59,50,65.47,66.8,65.54,66.4,66.33,66.2,66.57,66.5,67.65,69.21,66.39,66.95,2.649,11.72,16.95,31.31,0.5265,6.668,4.416,11.61,1.68E-45,1.851,1.68E-45,260.8,188.2,0.4,0,66,65.7,66.3,66,0,81.8,15.8,71.7,5.5,0,0,0,-5.797,-62.25,23.27,6,0,104.9,86.8,61.1,0,0,0.4,0,0,100,100,57,41,30,66.99,69.99,68.4,69,93.7,106,158.2
53.59,50,65.8,66.5,65.87,66.4,66.41,66.8,66.61,66.7,67.53,68.47,66.35,66.87,2.27,10.23,10.58,23.08,0.5304,3.802,4.123,8.454,1.68E-45,1.865,1.68E-45,268.6,189.4,0.6,0,65.8,65.4,66.6,66.5,0,82.2,16.4,71.8,5.2,0.4,0,0,-4.467,-55.96,23.27,6,0,104.9,87,61.6,0,0,0,0,0,100,100,57,41,30,66.62,69.21,68.15,68.38,94.77,98.94,177.3
63.58,50,65.92,66.8,66.03,66.2,66.49,66.5,66.66,66.7,67.41,68.07,66.35,66.87,1.812,8.402,7.374,17.59,0.8602,2.529,4.155,7.543,1.68E-45,3.025,1.68E-45,268.6,190.9,0.1,0,66.3,66.1,66.6,66.5,0,82.3,15.9,71.8,5.2,0.3,0,0,-2.854,-44.8,23.27,6,0,104.5,87,61.6,0,0.1,0.4,0,0,100,100,57,41,30,66.17,68.6,67.75,68.01,83.06,99.71,207.9
73.58,50,66.13,67.2,66.15,66.5,66.58,66.7,66.74,66.7,67.24,67.7,66.43,66.91,1.817,5.668,5.097,12.58,0.2079,2.199,3.822,6.229,1.68E-45,0.731,1.68E-45,269.3,190.6,0.3,0,66.6,66.4,66.3,66,0,82.5,16.1,71.8,5.5,0.3,0,0,-2.873,-44.97,23.27,6,0,104.5,87,61.6,0,0,0.5,0,0,100,100,57,41,30,65.6,68.02,67.66,67.81,56.03,91.72,216.6
83.59,50,66.29,67,66.32,66.7,66.62,67,66.74,66.5,67.16,67.45,66.51,66.95,1.352,4.731,3.247,9.33,0.2081,1.547,3.491,5.246,1.68E-45,0.7316,1.68E-45,268.3,190.3,0.1,0,66.6,66.4,66.3,66,0,82.7,16.1,71.8,5.5,0.3,0,0,-1.237,-26.03,23.27,6,0,104.5,87,62.1,0,0,0.2,0,0,100,100,57,41,30,65.23,67.49,67.58,67.69,50.15,83.79,231.2
93.59,50,66.37,67,66.44,66.7,66.62,66.5,66.74,66.8,67.04,67.25,66.51,66.95,1.355,3.366,2.337,7.058,0.5328,0.5732,3.491,4.597,1.68E-45,1.873,1.68E-45,269,190.3,0.3,0,66.4,66.2,66.6,66.5,0,82.7,16.1,71.7,5.1,0.1,0,0,-1.249,-26.22,23.27,6,0,104.3,87,61.6,0,0.1,0.3,0,0,100,100,57,41,30,64.9,67.12,67.46,67.56,36.34,83.79,255.3
103.6,50,66.49,67,66.52,66.7,66.66,66.7,66.74,66.7,66.96,67.12,66.59,66.95,0.8998,2.455,1.885,5.24,0.2089,0.5749,2.853,3.637,1.68E-45,0.7344,1.68E-45,269.9,191,0.3,0,66.6,66.4,66,65.6,0,82.7,16.4,71.7,5.8,0.3,0,0,0,0,23.27,6,0,104.5,87.2,62.1,0,0,0.3,0,0,100,100,57,41,30,64.57,66.71,67.38,67.48,27.52,68.48,256.1
