Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.651,50,64.16,64.2,65.01,65,65.88,65.8,66.61,66.5,68.51,70.11,67.17,67.81,1.19E-46,3.06E-46,2.58E-46,6.82E-46,1.09E-46,2.79E-46,8.33E-47,4.71E-46,1.68E-45,3.83E-46,1.68E-45,3.87E-45,3.10E-45,0.1,0,64.9,64.1,64.9,64.1,0,81.8,16.9,71.8,6.8,0,0,0,0,0,23.27,1,29,104.5,87.2,59.6,0,0.9,0,0,0,100,100,40,56,0,67.32,70.85,68.85,71.95,2.08E-45,6.46E-46,-3.12E-46
13.57,50,64.16,64.2,65.05,64.8,65.88,65.8,66.61,66.5,68.51,70.11,67.17,67.77,1.19E-46,3.06E-46,2.58E-46,6.82E-46,1.14E-46,2.74E-46,7.80E-47,4.66E-46,1.68E-45,4.02E-46,1.68E-45,3.87E-45,3.10E-45,0,0,65,64.3,64.9,64.1,0,81.8,16.9,71.7,6.8,0,0,0,0,0,23.27,1,29,104.3,87.3,60.1,0,0.7,0,0,0,100,100,40,56,30,67.32,70.85,68.77,71.95,2.08E-45,5.89E-46,-2.33E-46
23.59,50,64.16,65.3,65.05,65,65.92,67.8,66.57,65.9,68.51,70.11,67.17,67.81,3.462,10.27,8.483,22.22,4.904,11.73,3.571,20.21,1.68E-45,17.24,3.43E-46,127.2,132.8,0,1.1,65,64.3,67,67,0,82,16.9,71.7,5.2,2.7,0,0,5.07,41.65,23.27,1,29,104.3,87.2,60.1,0,0,0.3,0,0,100,100,40,56,30,67.32,70.85,69.75,71.49,69.77,49.17,-48.71
33.59,50,64.45,67.2,65.05,65.8,66.37,67.2,66.53,67.6,68.47,69.83,67.17,67.73,1.307,15.65,10.94,27.9,5.085,17.98,4.778,27.84,1.68E-45,17.88,3.31E-46,193.8,203.6,0,0,67,66.9,67,67,0,82.2,15.3,71.8,4.7,0,0,0,13.28,289,23.27,6,0,104.3,87.2,63.1,0,0.4,1.3,0,0,100,100,40,56,30,67.36,70.69,70.08,70.18,112.8,114.7,-124.7
43.59,50,65.06,66.2,65.37,66.7,66.53,66.5,66.74,67.2,68.18,69.13,66.96,67.4,1.698,12.12,7.918,21.73,2.774,14.08,3.906,20.76,1.68E-45,9.754,6.06E-46,201,212.9,1.1,0,65.6,65.1,66.3,66,0,82.5,17,71.8,5.5,0.7,0,0,3.782,63.34,23.27,6,0,104.3,87.2,61.1,0,0.7,0,0,0,100,100,40,56,30,67.44,70.15,68.93,69.28,107.1,93.73,-136.9
53.59,50,65.35,66.2,65.66,65.9,66.58,66.7,66.86,66.5,67.9,68.35,66.68,67.07,2.462,8.966,3.926,15.35,2.789,9.038,3.56,15.39,1.68E-45,9.804,6.03E-46,207.5,213.9,0.1,0,65.8,65.3,66.3,66,0,82.5,16.7,71.8,5.5,1.1,0,0,1.149,13.27,23.27,6,0,104.3,87.2,60.6,0,0,0.3,0,0,100,100,40,56,30,67.28,69.42,68.24,68.51,100.5,85.44,-9.441
63.58,50,65.51,67,65.82,66.1,66.66,67,66.82,67,67.77,67.98,66.63,67.03,1.399,8.255,1.801,11.46,2.801,7.246,3.576,13.62,1.68E-45,9.848,6.00E-46,207.4,214.9,0,0,66.8,66.7,66.3,66,0,82.8,16,71.7,5.4,0,0,0,4.929,100.2,23.27,6,0,104.5,87.2,62.1,0,0,0.8,0,0,100,100,40,56,30,66.95,68.8,67.87,68.18,106.8,85.83,33.48
73.88,50,65.88,67,65.99,66.7,66.78,66.7,66.86,67,67.65,67.74,66.63,67.03,0.6919,6.844,0.7407,8.277,0.9697,5.787,3.582,10.34,1.68E-45,3.409,1.68E-45,207.5,215.2,0.1,0,66.6,66.4,66.6,66.5,0,82.8,16.2,71.8,5.5,0,0,0,0,0,23.27,6,0,104.7,87.2,62.1,0,0.3,0.3,0,0,100,100,40,56,30,66.58,68.35,67.87,67.93,92.67,85.96,68.62
83.59,50,66.13,66.7,66.19,66.7,66.78,66.7,66.9,66.7,67.45,67.45,66.59,66.95,1.051,4.742,0.03367,5.826,0.599,3.571,3.202,7.372,1.68E-45,2.106,1.68E-45,208.5,214.3,0.2,0,66.3,66.1,66,65.6,0,83.2,16.9,71.7,5.5,0,0,0,-0.1788,-4.839,23.27,6,0,104.7,87.3,61.6,0,0,0.2,0,0,100,100,40,56,30,66.21,67.94,67.62,67.69,65.72,76.84,122.8
93.59,50,66.21,67,66.36,66.7,66.78,66.8,66.9,66.8,67.28,67.29,66.63,66.95,1.05,3.317,0.03205,4.399,1.339,2.489,2.853,6.681,1.68E-45,4.706,1.26E-45,208.3,215.6,0,0,66.6,66.5,66.3,66,0,83.2,16.6,71.8,5.5,0,0,0,1.014,27.47,23.27,6,0,104.7,87,62.1,0,0,0.5,0,0,100,100,40,56,30,65.92,67.53,67.46,67.6,49.48,68.47,148.6
103.6,50,66.37,67.2,66.44,66.7,66.78,66.7,66.86,66.8,67.2,67.16,66.72,67.03,0.6935,2.957,0.3224,3.328,0.5999,2.473,2.835,5.908,1.68E-45,2.109,1.68E-45,208,214.2,0,0,66.8,66.7,66.6,66.5,0,83.2,16.6,71.8,5.2,0,0,0,0,0,23.27,6,0,105.1,87.2,62.1,0,0,0.5,0,0,100,100,40,56,30,65.68,67.25,67.46,67.56,45.27,68.04,148.7
113.6,50,66.49,67,66.52,66.8,66.82,66.7,66.86,66.8,67.12,67.04,66.76,67.03,0.3387,2.248,0.6776,1.91,0.2354,2.117,2.481,4.834,1.68E-45,0.8277,1.68E-45,208.1,215.3,0.1,0,66.6,66.4,66.6,66.5,0,83.2,16.8,71.7,5.2,0,0,0,0,0,23.27,6,0,105.3,87,61.6,0,0.1,0.3,0,0,100,100,40,56,30,65.47,66.92,67.42,67.52,37.34,59.55,157.3
