Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
3.576,50,70.79,70.9,71.23,71.1,70.87,70.8,71.16,70.9,71.26,71.26,71.92,72.4,4.59E-47,1.54E-47,6.05E-49,6.19E-47,5.62E-47,8.86E-47,6.21E-47,2.07E-46,1.68E-45,1.98E-46,1.68E-45,3.87E-45,3.10E-45,0.3,0,70.8,72.3,69.9,71,0,84.3,13.5,74.1,4,0,0,0,0,0,23.27,1,29,110.5,91.6,67.5,0,0.1,0,0,0,100,100,57,56,0,70.26,72,71.96,72.27,2.14E-46,1.49E-45,1.74E-45
13.57,50,70.79,70.8,71.19,71.1,70.92,70.8,71.16,70.9,71.26,71.26,71.92,72.44,3.93E-47,1.54E-47,6.05E-49,5.53E-47,5.09E-47,9.39E-47,6.74E-47,2.12E-46,1.68E-45,1.79E-46,1.68E-45,3.87E-45,3.10E-45,0.2,0,70.9,72.5,70.9,72.5,0,84.3,13.5,74.1,4,0.2,0,0,0,0,23.27,1,29,110.3,91.4,67,0,0.3,0,0,0,100,100,57,56,30,70.26,72,72,72.27,2.14E-46,1.62E-45,1.62E-45
23.59,50,70.83,71.5,71.23,71.1,70.87,70.9,71.12,71.1,71.26,71.26,71.92,72.44,1.693,0.9479,0.02607,2.667,2.214,3.852,2.93,8.996,1.68E-45,7.785,7.59E-46,166.7,134.7,0.3,0,70.9,72.5,70.6,72,0,84.5,13.6,74.1,3.5,0,0,0,1.832,30.77,23.27,6,0,110.1,91.4,67,0,0,0.3,0,0,100,100,57,56,30,70.26,72,71.72,72.27,13.14,70.33,74.26
33.59,50,70.96,71.7,71.23,71.4,70.96,70.9,71.12,71.1,71.26,71.26,71.88,72.27,1.692,1.426,0.03923,3.158,2.294,5.447,3.37,11.11,1.68E-45,8.064,7.33E-46,250.8,202.5,0.4,0,71.1,72.7,70.6,72,0,84.5,13.7,74.1,3.5,0,0,0,2.114,35.52,23.27,6,0,110.1,91.6,67.5,0,0.3,0.2,0,0,100,100,57,56,30,70.26,71.96,72.33,72.19,20.25,80.87,120.1
43.58,50,71.08,71.2,71.35,71.4,71,70.8,71.16,70.9,71.26,71.18,71.79,72.07,1.778,1.05,0.8584,1.969,2.411,3.908,2.453,8.772,1.68E-45,8.477,6.97E-46,263.6,212.8,0.8,0,70.6,72,70.3,71.5,0,84.7,14,73.9,3.6,0,0,0,2.227,35.62,23.27,6,0,109.8,91.7,67,0,0,0,0,0,100,100,57,56,30,70.43,71.75,72.09,71.99,19.06,58.87,169.8
53.59,50,71.12,71.5,71.35,71.1,71.04,71.2,71.16,71.1,71.26,71.18,71.59,71.91,1.339,1.058,0.8653,1.532,2.082,2.129,2.864,7.076,1.68E-45,7.322,8.08E-46,265.7,216.5,0.2,0,70.9,72.5,70.3,71.5,0,84.8,13.8,74.1,3.8,0,0,0,2.615,55.56,23.27,6,0,109.8,91.6,67,0,0,0.4,0,0,100,100,57,56,30,70.67,71.59,71.88,71.9,25.4,68.74,214.6
63.58,50,71.16,71.7,71.35,71.4,71.08,70.9,71.2,71.2,71.21,71.18,71.59,71.82,1.334,0.1507,0.4101,1.074,1.709,2.124,2.121,5.954,1.68E-45,6.01,9.84E-46,264.6,215.9,0.1,0,71.1,72.8,70.6,72,0,84.8,13.9,74.3,3.5,0,0,0,1.322,28.18,23.27,6,0,109.8,91.4,67,0,0.1,0.5,0,0,100,100,57,56,30,70.92,71.46,71.88,71.86,3.617,50.9,213.6
73.6,50,71.29,71.5,71.39,71.4,71.12,71.2,71.24,71.2,71.21,71.22,71.55,71.78,1.335,0.3017,0.04141,1.075,0.9682,1.381,2.11,4.46,1.68E-45,3.404,1.68E-45,264.8,215,0.3,0,71.1,72.7,70.3,71.5,0,84.9,13.8,74.1,3.8,0,0,0,-1.179,-25.11,23.27,6,0,110.1,91.7,68,0,0,0.1,0,0,100,100,57,56,30,71.08,71.46,71.84,71.82,7.24,50.65,231.6
83.59,50,71.33,71.5,71.43,71.4,71.16,71.1,71.24,71.1,71.21,71.18,71.51,71.7,0.8858,0.3027,0.4118,0.1713,0.9678,0.6473,1.743,3.358,1.68E-45,3.403,1.68E-45,265.7,214.9,0.3,0,71.1,72.8,70.3,71.5,0,84.9,14,74.3,3.8,0,0,0,0,0,23.27,6,0,110.1,91.6,68,0,0,0.1,0,0,100,100,57,56,30,71.21,71.42,71.8,71.78,7.264,41.84,250.1
93.59,50,71.37,71.7,71.43,71.4,71.2,71.2,71.28,71.4,71.26,71.26,71.55,71.74,0.885,0.3017,0.04151,0.6247,0.6026,1.016,1.746,3.364,1.68E-45,2.119,1.68E-45,265.4,215.2,0.3,0,71.1,72.7,70.6,72,0,85.1,14,74.1,3.5,0,0,0,0,0,23.27,6,0,110.3,91.6,68,0,0.3,0.5,0,0,100,100,57,56,30,71.21,71.42,71.8,71.78,7.242,41.9,241.1
